,GATE_NAME,GATE_TYPE,BOOL_FUNC,VARIABLES,CONTROL_VECTOR,MEAN,MEDIAN,SIZE
0,U305,AND2X4,(net_153 & ((net_239 | (net_241 | (net_1 | net_242))) | (net_251 | (net_252 | (net_250 | net_253))))),"['net_1', 'net_153', 'net_239', 'net_241', 'net_242', 'net_250', 'net_251', 'net_252', 'net_253']","[0.00390625, 0.99609375, 0.00390625, 0.00390625, 0.00390625, 0.00390625, 0.00390625, 0.00390625, 0.00390625]",0.11414930555555555,0.00390625,9
0,U302,ISOLORX8,((((! net_79) | ((! net_80) | ((! net_247) | (! net_81)))) | (((! net_246) | ((! net_70) | ((! net_68) | (! net_69)))) | (net_1 | ((! net_134) | ((! net_130) | ((! net_128) | (! net_154))))))) | (((! net_98) | ((! net_97) | ((! net_258) | (! net_259)))) | (((! net_257) | ((! net_96) | ((! net_94) | (! net_95)))) | (((! net_88) | ((! net_87) | ((! net_85) | (! net_86)))) | ((! net_93) | ((! net_256) | ((! net_254) | (! net_255)))))))),"['net_1', 'net_128', 'net_130', 'net_134', 'net_154', 'net_246', 'net_247', 'net_254', 'net_255', 'net_256', 'net_257', 'net_258', 'net_259', 'net_68', 'net_69', 'net_70', 'net_79', 'net_80', 'net_81', 'net_85', 'net_86', 'net_87', 'net_88', 'net_93', 'net_94', 'net_95', 'net_96', 'net_97', 'net_98']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,29
0,U301,OR4X4,(((! net_98) | ((! net_97) | ((! (net_137 ^ net_218)) | (! (net_97 ^ net_98))))) | (((! (net_100 ^ net_217)) | ((! (net_143 & net_157)) | ((! (net_157 & (net_137 ^ net_218))) | (! (net_157 & (net_97 ^ net_98)))))) | (((! net_88) | ((! net_87) | ((! (net_169 & net_171)) | (! net_86)))) | ((! (net_157 & (net_100 ^ net_217))) | ((! (net_89 ^ net_90)) | ((! (net_215 ^ net_92)) | (! (net_138 ^ net_216)))))))),"['net_100', 'net_137', 'net_138', 'net_143', 'net_157', 'net_169', 'net_171', 'net_215', 'net_216', 'net_217', 'net_218', 'net_86', 'net_87', 'net_88', 'net_89', 'net_90', 'net_92', 'net_97', 'net_98']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,19
0,U300,NAND4X1,((! net_98) | ((! net_97) | ((! (net_137 ^ ((! net_97) | (! net_98)))) | (! (net_97 ^ net_98))))),"['net_137', 'net_97', 'net_98']","[0.0, 0.0, 0.0]",0.0,0.0,3
0,U299,NAND4X1,((! (net_100 ^ ((! net_137) & (! net_218)))) | ((! (net_143 & (net_155 & net_156))) | ((! ((net_155 & net_156) & (net_137 ^ net_218))) | (! ((net_155 & net_156) & (net_97 ^ net_98)))))),"['net_100', 'net_137', 'net_143', 'net_155', 'net_156', 'net_218', 'net_97', 'net_98']","[0.03125, 0.03125, 0.03125, 0.03125, 0.03125, 0.03125, 0.03125, 0.03125]",0.03125,0.03125,8
0,U298,NAND4X1,((! ((net_155 & net_156) & (net_100 ^ net_217))) | ((! (net_89 ^ net_90)) | ((! (((! net_138) & (! ((! net_89) | (! net_90)))) ^ net_92)) | (! (net_138 ^ ((! net_89) | (! net_90))))))),"['net_100', 'net_138', 'net_155', 'net_156', 'net_217', 'net_89', 'net_90', 'net_92']","[0.03125, 0.03125, 0.03125, 0.03125, 0.03125, 0.03125, 0.03125, 0.03125]",0.03125,0.03125,8
0,U297,NAND4X1,((! net_88) | ((! net_87) | ((! (((! net_129) & (! net_133)) & (! net_158))) | (! net_86)))),"['net_129', 'net_133', 'net_158', 'net_86', 'net_87', 'net_88']","[0.03125, 0.03125, 0.03125, 0.03125, 0.03125, 0.03125]",0.03125,0.03125,6
0,U296,OR4X4,(((! net_79) | ((! net_80) | ((! (net_139 ^ net_223)) | (! net_81)))) | (((! (net_222 ^ net_74)) | ((! (net_142 & net_177)) | ((! (net_177 & (net_139 ^ net_223))) | (! (net_177 & net_248))))) | (net_1 | ((! net_134) | ((! net_130) | ((! net_128) | (! net_154))))))),"['net_1', 'net_128', 'net_130', 'net_134', 'net_139', 'net_142', 'net_154', 'net_177', 'net_222', 'net_223', 'net_248', 'net_74', 'net_79', 'net_80', 'net_81']","[0.0002, 0.0001, 0.0003, 0.0002, 0.0002, 0.0002, 0.0002, 0.0002, 0.0004, 0.0004, 0.0003, 0.0002, 0.0003, 0.0002, 0.0002]",0.00024,0.0002,15
0,U295,NAND4X1,((! net_79) | ((! net_80) | ((! (net_139 ^ ((! net_71) | (! net_72)))) | (! net_81)))),"['net_139', 'net_71', 'net_72', 'net_79', 'net_80', 'net_81']","[0.125, 0.0625, 0.0625, 0.125, 0.125, 0.125]",0.10416666666666667,0.125,6
0,U294,NAND4X1,((! (((! net_139) & (! net_223)) ^ net_74)) | ((! (net_142 & ((! net_175) | ((! net_128) & (! net_176))))) | ((! (((! net_175) | ((! net_128) & (! net_176))) & (net_139 ^ net_223))) | (! (((! net_175) | ((! net_128) & (! net_176))) & (net_71 ^ net_72)))))),"['net_128', 'net_139', 'net_142', 'net_175', 'net_176', 'net_223', 'net_71', 'net_72', 'net_74']","[0.015625, 0.078125, 0.078125, 0.046875, 0.015625, 0.078125, 0.078125, 0.078125, 0.078125]",0.06076388888888889,0.078125,9
