,GATE_NAME,GATE_TYPE,BOOL_FUNC,VARIABLES,CONTROL_VECTOR,MEAN,MEDIAN,SIZE
0,U303,AND2X4,(net_155 & ((((! net_80) | ((! net_81) | ((! (net_140 ^ ((! net_72) | (! net_73)))) | (! net_82)))) | (((! (((! net_140) & (! ((! net_72) | (! net_73)))) ^ net_75)) | ((! (net_143 & ((! (((! net_179) | (! net_187)) & ((! net_188) | (! ((! net_129) & (! net_135)))))) | ((! net_129) & (! (! ((! net_131) & (! net_195)))))))) | ((! (((! (((! net_179) | (! net_187)) & ((! net_188) | (! ((! net_129) & (! net_135)))))) | ((! net_129) & (! (! ((! net_131) & (! net_195)))))) & (net_140 ^ ((! net_72) | (! net_73))))) | (! (((! (((! net_179) | (! net_187)) & ((! net_188) | (! ((! net_129) & (! net_135)))))) | ((! net_129) & (! (! ((! net_131) & (! net_195)))))) & (net_72 ^ net_73)))))) | (((! net_63) | ((! net_62) | ((! (! (((! ((! net_131) & (! net_195))) | (! net_61)) & ((! ((! net_178) & (! net_72))) | (! ((! net_129) & (! net_135))))))) | (! net_61)))) | ((! (((! (((! net_179) | (! net_187)) & ((! net_188) | (! ((! net_129) & (! net_135)))))) | ((! net_129) & (! (! ((! net_131) & (! net_195)))))) & (((! net_140) & (! ((! net_72) | (! net_73)))) ^ net_75))) | ((! (net_64 ^ net_65)) | ((! (((! net_136) & (! ((! net_64) | (! net_65)))) ^ net_67)) | (! (net_136 ^ ((! net_64) | (! net_65)))))))))) | (((! net_89) | ((! net_88) | ((! (((! net_130) & (! net_134)) & (! ((! net_144) | ((! net_99) | ((! net_100) | (! net_101))))))) | (! net_87)))) | ((! net_159) | ((! net_158) | ((! net_156) | (! net_157))))))),"['net_100', 'net_101', 'net_129', 'net_130', 'net_131', 'net_134', 'net_135', 'net_136', 'net_140', 'net_143', 'net_144', 'net_155', 'net_156', 'net_157', 'net_158', 'net_159', 'net_178', 'net_179', 'net_187', 'net_188', 'net_195', 'net_61', 'net_62', 'net_63', 'net_64', 'net_65', 'net_67', 'net_72', 'net_73', 'net_75', 'net_80', 'net_81', 'net_82', 'net_87', 'net_88', 'net_89', 'net_99']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.02702702702702703,0.0,37
0,U302,ISOLORX8,((((! net_80) | ((! net_81) | ((! (net_140 ^ ((! net_72) | (! net_73)))) | (! net_82)))) | (((! (((! net_140) & (! ((! net_72) | (! net_73)))) ^ net_75)) | ((! (net_143 & ((! (((! (! net_195)) | (! ((! net_135) & (! net_61)))) & ((! (! ((! ((! net_75) | ((! net_73) | (! net_74)))) & (! net_72)))) | (! ((! net_129) & (! net_135)))))) | ((! net_129) & (! (! ((! net_131) & (! net_195)))))))) | ((! (((! (((! (! net_195)) | (! ((! net_135) & (! net_61)))) & ((! (! ((! ((! net_75) | ((! net_73) | (! net_74)))) & (! net_72)))) | (! ((! net_129) & (! net_135)))))) | ((! net_129) & (! (! ((! net_131) & (! net_195)))))) & (net_140 ^ ((! net_72) | (! net_73))))) | (! (((! (((! (! net_195)) | (! ((! net_135) & (! net_61)))) & ((! (! ((! ((! net_75) | ((! net_73) | (! net_74)))) & (! net_72)))) | (! ((! net_129) & (! net_135)))))) | ((! net_129) & (! (! ((! net_131) & (! net_195)))))) & (net_72 ^ net_73)))))) | (((! net_63) | ((! net_62) | ((! (! (((! ((! net_131) & (! net_195))) | (! net_61)) & ((! ((! ((! net_75) | ((! net_73) | (! net_74)))) & (! net_72))) | (! ((! net_129) & (! net_135))))))) | (! net_61)))) | ((! (((! (((! (! net_195)) | (! ((! net_135) & (! net_61)))) & ((! (! ((! ((! net_75) | ((! net_73) | (! net_74)))) & (! net_72)))) | (! ((! net_129) & (! net_135)))))) | ((! net_129) & (! (! ((! net_131) & (! net_195)))))) & (((! net_140) & (! ((! net_72) | (! net_73)))) ^ net_75))) | ((! (net_64 ^ net_65)) | ((! (((! net_136) & (! ((! net_64) | (! net_65)))) ^ net_67)) | (! (net_136 ^ ((! net_64) | (! net_65)))))))))) | (((! net_89) | ((! net_88) | ((! (((! net_130) & (! net_134)) & (! ((! net_144) | ((! net_99) | ((! net_100) | (! net_101))))))) | (! net_87)))) | ((! net_159) | ((! net_158) | ((! net_156) | (! net_157)))))),"['net_100', 'net_101', 'net_129', 'net_130', 'net_131', 'net_134', 'net_135', 'net_136', 'net_140', 'net_143', 'net_144', 'net_156', 'net_157', 'net_158', 'net_159', 'net_195', 'net_61', 'net_62', 'net_63', 'net_64', 'net_65', 'net_67', 'net_72', 'net_73', 'net_74', 'net_75', 'net_80', 'net_81', 'net_82', 'net_87', 'net_88', 'net_89', 'net_99']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,33
0,U301,ISOLORX8,(((! net_89) | ((! net_88) | ((! (((! net_130) & (! net_134)) & (! ((! net_144) | ((! net_99) | ((! net_100) | (! net_101))))))) | (! net_87)))) | ((! net_159) | ((! net_158) | ((! net_156) | (! net_157))))),"['net_100', 'net_101', 'net_130', 'net_134', 'net_144', 'net_156', 'net_157', 'net_158', 'net_159', 'net_87', 'net_88', 'net_89', 'net_99']","[0.000244140625, 0.000244140625, 0.000244140625, 0.000244140625, 0.000244140625, 0.000244140625, 0.000244140625, 0.000244140625, 0.000244140625, 0.000244140625, 0.000244140625, 0.000244140625, 0.000244140625]",0.000244140625,0.000244140625,13
0,U300,NAND4X1,((! net_159) | ((! net_158) | ((! net_156) | (! net_157)))),"['net_156', 'net_157', 'net_158', 'net_159']","[0.125, 0.125, 0.125, 0.125]",0.125,0.125,4
0,U297,NAND4X1,((! net_89) | ((! net_88) | ((! (((! net_130) & (! net_134)) & (! ((! net_144) | ((! net_99) | ((! net_100) | (! net_101))))))) | (! net_87)))),"['net_100', 'net_101', 'net_130', 'net_134', 'net_144', 'net_87', 'net_88', 'net_89', 'net_99']","[0.00390625, 0.00390625, 0.00390625, 0.00390625, 0.00390625, 0.00390625, 0.00390625, 0.00390625, 0.00390625]",0.00390625,0.00390625,9
0,U296,OR4X4,(((! net_80) | ((! net_81) | ((! (net_140 ^ ((! net_72) | (! net_73)))) | (! net_82)))) | (((! (((! net_140) & (! ((! net_72) | (! net_73)))) ^ net_75)) | ((! (net_143 & ((! (((! (! ((! net_143) & (! net_178)))) | (! ((! net_135) & (! net_61)))) & ((! (! ((! net_178) & (! net_72)))) | (! ((! net_129) & (! net_135)))))) | ((! net_129) & (! (! ((! net_131) & (! ((! net_143) & (! net_178)))))))))) | ((! (((! (((! (! ((! net_143) & (! net_178)))) | (! ((! net_135) & (! net_61)))) & ((! (! ((! net_178) & (! net_72)))) | (! ((! net_129) & (! net_135)))))) | ((! net_129) & (! (! ((! net_131) & (! ((! net_143) & (! net_178)))))))) & (net_140 ^ ((! net_72) | (! net_73))))) | (! (((! (((! (! ((! net_143) & (! net_178)))) | (! ((! net_135) & (! net_61)))) & ((! (! ((! net_178) & (! net_72)))) | (! ((! net_129) & (! net_135)))))) | ((! net_129) & (! (! ((! net_131) & (! ((! net_143) & (! net_178)))))))) & (net_72 ^ net_73)))))) | (((! net_63) | ((! net_62) | ((! (! (((! ((! net_131) & (! ((! net_143) & (! net_178))))) | (! net_61)) & ((! ((! net_178) & (! net_72))) | (! ((! net_129) & (! net_135))))))) | (! net_61)))) | ((! (((! (((! (! ((! net_143) & (! net_178)))) | (! ((! net_135) & (! net_61)))) & ((! (! ((! net_178) & (! net_72)))) | (! ((! net_129) & (! net_135)))))) | ((! net_129) & (! (! ((! net_131) & (! ((! net_143) & (! net_178)))))))) & (((! net_140) & (! ((! net_72) | (! net_73)))) ^ net_75))) | ((! (net_64 ^ net_65)) | ((! (((! net_136) & (! ((! net_64) | (! net_65)))) ^ net_67)) | (! (net_136 ^ ((! net_64) | (! net_65)))))))))),"['net_129', 'net_131', 'net_135', 'net_136', 'net_140', 'net_143', 'net_178', 'net_61', 'net_62', 'net_63', 'net_64', 'net_65', 'net_67', 'net_72', 'net_73', 'net_75', 'net_80', 'net_81', 'net_82']","[0.0, 0.0, 0.0, 0.0, 0.0001, 0.0002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0003, 0.0, 0.0, 0.0001]",3.6842105263157895e-05,0.0,19
0,U295,NAND4X1,((! net_80) | ((! net_81) | ((! (net_140 ^ ((! net_72) | (! net_73)))) | (! net_82)))),"['net_140', 'net_72', 'net_73', 'net_80', 'net_81', 'net_82']","[0.125, 0.0625, 0.0625, 0.125, 0.125, 0.125]",0.10416666666666667,0.125,6
0,U294,NAND4X1,((! (((! net_140) & (! ((! net_72) | (! net_73)))) ^ net_75)) | ((! (net_143 & ((! (((! (! ((! net_143) & (! ((! net_75) | ((! net_73) | (! net_74))))))) | (! ((! net_135) & (! net_61)))) & ((! (! ((! ((! net_75) | ((! net_73) | (! net_74)))) & (! net_72)))) | (! ((! net_129) & (! net_135)))))) | ((! net_129) & (! (! ((! net_131) & (! ((! net_143) & (! ((! net_75) | ((! net_73) | (! net_74))))))))))))) | ((! (((! (((! (! ((! net_143) & (! ((! net_75) | ((! net_73) | (! net_74))))))) | (! ((! net_135) & (! net_61)))) & ((! (! ((! ((! net_75) | ((! net_73) | (! net_74)))) & (! net_72)))) | (! ((! net_129) & (! net_135)))))) | ((! net_129) & (! (! ((! net_131) & (! ((! net_143) & (! ((! net_75) | ((! net_73) | (! net_74))))))))))) & (net_140 ^ ((! net_72) | (! net_73))))) | (! (((! (((! (! ((! net_143) & (! ((! net_75) | ((! net_73) | (! net_74))))))) | (! ((! net_135) & (! net_61)))) & ((! (! ((! ((! net_75) | ((! net_73) | (! net_74)))) & (! net_72)))) | (! ((! net_129) & (! net_135)))))) | ((! net_129) & (! (! ((! net_131) & (! ((! net_143) & (! ((! net_75) | ((! net_73) | (! net_74))))))))))) & (net_72 ^ net_73)))))),"['net_129', 'net_131', 'net_135', 'net_140', 'net_143', 'net_61', 'net_72', 'net_73', 'net_74', 'net_75']","[0.029296875, 0.017578125, 0.029296875, 0.060546875, 0.060546875, 0.017578125, 0.060546875, 0.060546875, 0.001953125, 0.060546875]",0.03984375,0.044921875,10
0,U293,NAND4X1,((! (((! (((! (! ((! net_143) & (! ((! net_75) | ((! net_73) | (! net_74))))))) | (! ((! net_135) & (! net_61)))) & ((! (! ((! ((! net_75) | ((! net_73) | (! net_74)))) & (! net_72)))) | (! ((! net_129) & (! net_135)))))) | ((! net_129) & (! (! ((! net_131) & (! ((! net_143) & (! ((! net_75) | ((! net_73) | (! net_74))))))))))) & (((! net_140) & (! ((! net_72) | (! net_73)))) ^ net_75))) | ((! (net_64 ^ net_65)) | ((! (((! net_136) & (! ((! net_64) | (! net_65)))) ^ net_67)) | (! (net_136 ^ ((! net_64) | (! net_65))))))),"['net_129', 'net_131', 'net_135', 'net_136', 'net_140', 'net_143', 'net_61', 'net_64', 'net_65', 'net_67', 'net_72', 'net_73', 'net_74', 'net_75']","[0.02880859375, 0.0146484375, 0.02880859375, 0.05712890625, 0.0146484375, 0.00439453125, 0.0146484375, 0.05712890625, 0.05712890625, 0.05712890625, 0.0146484375, 0.02099609375, 0.00537109375, 0.05712890625]",0.030901227678571428,0.02490234375,14
0,U292,NAND4X1,((! net_63) | ((! net_62) | ((! (! (((! ((! net_131) & (! ((! net_143) & (! ((! net_75) | ((! net_73) | (! net_74)))))))) | (! net_61)) & ((! ((! ((! net_75) | ((! net_73) | (! net_74)))) & (! net_72))) | (! ((! net_129) & (! net_135))))))) | (! net_61)))),"['net_129', 'net_131', 'net_135', 'net_143', 'net_61', 'net_62', 'net_63', 'net_72', 'net_73', 'net_74', 'net_75']","[0.0029296875, 0.1162109375, 0.0029296875, 0.0068359375, 0.1201171875, 0.1201171875, 0.1201171875, 0.0029296875, 0.0087890625, 0.0087890625, 0.0087890625]",0.04714133522727273,0.0087890625,11
