,GATE_NAME,GATE_TYPE,BOOL_FUNC,VARIABLES,CONTROL_VECTOR,MEAN,MEDIAN,SIZE
0,U303,AND2X4,(net_155 & (net_254 | net_263)),"['net_155', 'net_254', 'net_263']","[0.75, 0.25, 0.25]",0.4166666666666667,0.25,3
0,U302,ISOLORX8,((net_244 | (net_246 | (net_245 | net_247))) | (net_255 | net_256)),"['net_244', 'net_245', 'net_246', 'net_247', 'net_255', 'net_256']","[0.03125, 0.03125, 0.03125, 0.03125, 0.03125, 0.03125]",0.03125,0.03125,6
0,U301,ISOLORX8,(((! net_89) | ((! net_88) | ((! net_86) | (! net_87)))) | ((! net_159) | ((! net_158) | ((! net_156) | (! net_157))))),"['net_156', 'net_157', 'net_158', 'net_159', 'net_86', 'net_87', 'net_88', 'net_89']","[0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125]",0.0078125,0.0078125,8
0,U300,NAND4X1,((! net_159) | ((! net_158) | ((! net_156) | (! net_157)))),"['net_156', 'net_157', 'net_158', 'net_159']","[0.125, 0.125, 0.125, 0.125]",0.125,0.125,4
0,U297,NAND4X1,((! net_89) | ((! net_88) | ((! (net_174 & net_176)) | (! net_87)))),"['net_174', 'net_176', 'net_87', 'net_88', 'net_89']","[0.0625, 0.0625, 0.0625, 0.0625, 0.0625]",0.0625,0.0625,5
0,U296,OR4X4,(((! net_80) | ((! net_81) | ((! net_252) | (! net_82)))) | (((! net_251) | ((! net_71) | ((! net_69) | (! net_70)))) | (((! net_63) | ((! net_62) | ((! net_60) | (! net_61)))) | ((! net_68) | ((! net_250) | ((! net_248) | (! net_249))))))),"['net_248', 'net_249', 'net_250', 'net_251', 'net_252', 'net_60', 'net_61', 'net_62', 'net_63', 'net_68', 'net_69', 'net_70', 'net_71', 'net_80', 'net_81', 'net_82']","[0.0, 0.0, 0.0001, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0]",1.8750000000000002e-05,0.0,16
0,U295,NAND4X1,((! net_80) | ((! net_81) | ((! (net_140 ^ net_228)) | (! net_82)))),"['net_140', 'net_228', 'net_80', 'net_81', 'net_82']","[0.125, 0.125, 0.125, 0.125, 0.125]",0.125,0.125,5
0,U294,NAND4X1,((! (net_227 ^ net_75)) | ((! (net_143 & net_182)) | ((! (net_182 & net_252)) | (! (net_182 & net_253))))),"['net_143', 'net_182', 'net_227', 'net_252', 'net_253', 'net_75']","[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]",0.0625,0.0625,6
0,U293,NAND4X1,((! (net_182 & net_251)) | ((! (net_64 ^ net_65)) | ((! (net_224 ^ net_67)) | (! (net_136 ^ net_225))))),"['net_136', 'net_182', 'net_224', 'net_225', 'net_251', 'net_64', 'net_65', 'net_67']","[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]",0.0625,0.0625,8
0,U292,NAND4X1,((! net_63) | ((! net_62) | ((! (! net_193)) | (! net_61)))),"['net_193', 'net_61', 'net_62', 'net_63']","[0.125, 0.125, 0.125, 0.125]",0.125,0.125,4
