,GATE_NAME,GATE_TYPE,BOOL_FUNC,VARIABLES,CONTROL_VECTOR,MEAN,MEDIAN,SIZE
0,U303,AND2X4,(net_155 & net_264),"['net_155', 'net_264']","[0.5, 0.5]",0.5,0.5,2
0,U302,ISOLORX8,(net_254 | net_263),"['net_254', 'net_263']","[0.5, 0.5]",0.5,0.5,2
0,U301,ISOLORX8,(net_255 | net_256),"['net_255', 'net_256']","[0.5, 0.5]",0.5,0.5,2
0,U300,NAND4X1,((! net_159) | ((! net_158) | ((! net_156) | (! net_157)))),"['net_156', 'net_157', 'net_158', 'net_159']","[0.125, 0.125, 0.125, 0.125]",0.125,0.125,4
0,U297,NAND4X1,((! net_89) | ((! net_88) | ((! net_86) | (! net_87)))),"['net_86', 'net_87', 'net_88', 'net_89']","[0.125, 0.125, 0.125, 0.125]",0.125,0.125,4
0,U296,OR4X4,(net_244 | (net_246 | (net_245 | net_247))),"['net_244', 'net_245', 'net_246', 'net_247']","[0.125, 0.125, 0.125, 0.125]",0.125,0.125,4
0,U295,NAND4X1,((! net_80) | ((! net_81) | ((! net_252) | (! net_82)))),"['net_252', 'net_80', 'net_81', 'net_82']","[0.125, 0.125, 0.125, 0.125]",0.125,0.125,4
0,U294,NAND4X1,((! net_251) | ((! net_71) | ((! net_69) | (! net_70)))),"['net_251', 'net_69', 'net_70', 'net_71']","[0.125, 0.125, 0.125, 0.125]",0.125,0.125,4
0,U293,NAND4X1,((! net_68) | ((! net_250) | ((! net_248) | (! net_249)))),"['net_248', 'net_249', 'net_250', 'net_68']","[0.125, 0.125, 0.125, 0.125]",0.125,0.125,4
0,U292,NAND4X1,((! net_63) | ((! net_62) | ((! net_60) | (! net_61)))),"['net_60', 'net_61', 'net_62', 'net_63']","[0.125, 0.125, 0.125, 0.125]",0.125,0.125,4
0,U230,XOR2X2,(net_220 ^ net_93),"['net_220', 'net_93']","[1.0, 1.0]",1.0,1.0,2
0,U229,NOR2X4,((! net_139) & (! net_221)),"['net_139', 'net_221']","[0.5, 0.5]",0.5,0.5,2
0,U228,XOR2X2,(net_139 ^ net_221),"['net_139', 'net_221']","[1.0, 1.0]",1.0,1.0,2
0,U227,XOR2X2,(net_90 ^ net_91),"['net_90', 'net_91']","[1.0, 1.0]",1.0,1.0,2
0,U226,XOR2X2,(net_101 ^ net_222),"['net_101', 'net_222']","[1.0, 1.0]",1.0,1.0,2
0,U225,NOR2X4,((! net_138) & (! net_223)),"['net_138', 'net_223']","[0.5, 0.5]",0.5,0.5,2
0,U224,XOR2X2,(net_138 ^ net_223),"['net_138', 'net_223']","[1.0, 1.0]",1.0,1.0,2
0,U223,XOR2X2,(net_98 ^ net_99),"['net_98', 'net_99']","[1.0, 1.0]",1.0,1.0,2
0,U222,XOR2X2,(net_224 ^ net_67),"['net_224', 'net_67']","[1.0, 1.0]",1.0,1.0,2
0,U221,NOR2X4,((! net_136) & (! net_225)),"['net_136', 'net_225']","[0.5, 0.5]",0.5,0.5,2
0,U220,XOR2X2,(net_136 ^ net_225),"['net_136', 'net_225']","[1.0, 1.0]",1.0,1.0,2
0,U219,XOR2X2,(net_64 ^ net_65),"['net_64', 'net_65']","[1.0, 1.0]",1.0,1.0,2
0,U218,XOR2X2,(net_227 ^ net_75),"['net_227', 'net_75']","[1.0, 1.0]",1.0,1.0,2
0,U217,NOR2X4,((! net_140) & (! net_228)),"['net_140', 'net_228']","[0.5, 0.5]",0.5,0.5,2
0,U216,XOR2X2,(net_140 ^ net_228),"['net_140', 'net_228']","[1.0, 1.0]",1.0,1.0,2
0,U215,XOR2X2,(net_72 ^ net_73),"['net_72', 'net_73']","[1.0, 1.0]",1.0,1.0,2
0,U214,INVX32,(! net_189),['net_189'],[1.0],1.0,1.0,1
0,U213,NAND2X4,((! net_196) | (! net_197)),"['net_196', 'net_197']","[0.5, 0.5]",0.5,0.5,2
0,U212,NAND2X4,((! net_98) | (! net_99)),"['net_98', 'net_99']","[0.5, 0.5]",0.5,0.5,2
0,U211,NAND2X4,((! net_72) | (! net_73)),"['net_72', 'net_73']","[0.5, 0.5]",0.5,0.5,2
0,U210,NAND2X4,((! net_90) | (! net_91)),"['net_90', 'net_91']","[0.5, 0.5]",0.5,0.5,2
0,U209,NAND2X4,((! net_184) | (! net_192)),"['net_184', 'net_192']","[0.5, 0.5]",0.5,0.5,2
0,U208,NAND2X4,((! net_64) | (! net_65)),"['net_64', 'net_65']","[0.5, 0.5]",0.5,0.5,2
0,U207,NAND2X4,((! net_190) | (! net_208)),"['net_190', 'net_208']","[0.5, 0.5]",0.5,0.5,2
0,U206,NAND2X4,((! net_229) | (! net_37)),"['net_229', 'net_37']","[0.5, 0.5]",0.5,0.5,2
0,U205,NAND2X4,((! net_209) | (! net_210)),"['net_209', 'net_210']","[0.5, 0.5]",0.5,0.5,2
0,U204,NAND2X4,((! net_185) | (! net_186)),"['net_185', 'net_186']","[0.5, 0.5]",0.5,0.5,2
0,U202,INVX32,(! net_175),['net_175'],[1.0],1.0,1.0,1
0,U201,NAND2X4,((! net_163) | (! net_174)),"['net_163', 'net_174']","[0.5, 0.5]",0.5,0.5,2
0,U138,NAND4X1,((! net_144) | ((! net_99) | ((! net_100) | (! net_101)))),"['net_100', 'net_101', 'net_144', 'net_99']","[0.125, 0.125, 0.125, 0.125]",0.125,0.125,4
0,U137,INVX32,(! net_163),['net_163'],[1.0],1.0,1.0,1
0,U135,AOI21X2,(((! net_176) | (! net_87)) & (! net_130)),"['net_130', 'net_176', 'net_87']","[0.75, 0.25, 0.25]",0.4166666666666667,0.25,3
