,GATE_NAME,GATE_TYPE,BOOL_FUNC,VARIABLES,CONTROL_VECTOR,MEAN,MEDIAN,SIZE
0,U3558,ISOLANDX1,((! net_6417) & net_6310),"['net_6310', 'net_6417']","[0.5, 0.5]",0.5,0.5,2
0,U3871,ISOLANDX1,((! (! (! (! net_6611)))) & ((! net_6389) & (! (! (! net_595))))),"['net_595', 'net_6389', 'net_6611']","[0.25, 0.25, 0.25]",0.25,0.25,3
0,U3872,NOR2X0,((! net_6389) & (! (! (! net_595)))),"['net_595', 'net_6389']","[0.5, 0.5]",0.5,0.5,2
0,U3989,INVX0,(! (! net_595)),['net_595'],[1.0],1.0,1.0,1
0,U3990,INVX0,(! (! (! (! net_594)))),['net_594'],[1.0],1.0,1.0,1
0,U3991,ISOLANDX1,((! (! (! (! net_594)))) & ((! net_6389) & (! (! (! net_595))))),"['net_594', 'net_595', 'net_6389']","[0.25, 0.25, 0.25]",0.25,0.25,3
0,U4020,INVX0,(! (! (! (! net_595)))),['net_595'],[1.0],1.0,1.0,1
0,U4021,INVX0,(! (! (! (! net_595)))),['net_595'],[1.0],1.0,1.0,1
0,U4022,INVX0,(! (! (! (! net_6593)))),['net_6593'],[1.0],1.0,1.0,1
0,U4023,INVX0,(! (! (! (! net_6593)))),['net_6593'],[1.0],1.0,1.0,1
0,U4024,INVX0,(! (! (! (! net_595)))),['net_595'],[1.0],1.0,1.0,1
0,U4025,INVX0,(! (! (! (! net_595)))),['net_595'],[1.0],1.0,1.0,1
0,U4026,INVX0,(! (! net_594)),['net_594'],[1.0],1.0,1.0,1
0,U4027,INVX0,(! (! (! (! net_594)))),['net_594'],[1.0],1.0,1.0,1
0,U4056,NOR2X0,((! (! net_595)) & (! (! (! (! net_594))))),"['net_594', 'net_595']","[0.5, 0.5]",0.5,0.5,2
0,U4057,INVX0,(! (! (! net_594))),['net_594'],[1.0],1.0,1.0,1
0,U4058,INVX0,(! net_594),['net_594'],[1.0],1.0,1.0,1
0,U4059,INVX0,(! (! (! net_594))),['net_594'],[1.0],1.0,1.0,1
0,U4060,INVX0,(! net_595),['net_595'],[1.0],1.0,1.0,1
0,U4061,INVX0,(! (! (! net_595))),['net_595'],[1.0],1.0,1.0,1
0,U4062,INVX0,(! (! (! net_595))),['net_595'],[1.0],1.0,1.0,1
0,U4063,INVX0,(! (! (! (! net_6596)))),['net_6596'],[1.0],1.0,1.0,1
0,U4064,INVX0,(! (! (! (! net_6596)))),['net_6596'],[1.0],1.0,1.0,1
0,U4065,INVX0,(! (! (! net_595))),['net_595'],[1.0],1.0,1.0,1
0,U4066,INVX0,(! (! (! net_595))),['net_595'],[1.0],1.0,1.0,1
0,U4067,INVX0,(! (! (! net_594))),['net_594'],[1.0],1.0,1.0,1
0,U4068,INVX0,(! (! (! net_594))),['net_594'],[1.0],1.0,1.0,1
0,U4069,INVX0,(! net_595),['net_595'],[1.0],1.0,1.0,1
0,U4070,INVX0,(! (! (! net_594))),['net_594'],[1.0],1.0,1.0,1
0,U4082,INVX0,(! (! (! (! net_595)))),['net_595'],[1.0],1.0,1.0,1
0,U4083,INVX0,(! (! (! (! net_594)))),['net_594'],[1.0],1.0,1.0,1
0,U4097,INVX0,(! (! (! net_595))),['net_595'],[1.0],1.0,1.0,1
0,U4098,INVX0,(! (! (! net_594))),['net_594'],[1.0],1.0,1.0,1
0,U4099,INVX0,(! (! (! net_594))),['net_594'],[1.0],1.0,1.0,1
0,U4100,INVX0,(! (! net_594)),['net_594'],[1.0],1.0,1.0,1
0,U4101,INVX0,(! (! net_594)),['net_594'],[1.0],1.0,1.0,1
0,U4102,INVX0,(! (! (! (! net_595)))),['net_595'],[1.0],1.0,1.0,1
0,U4103,INVX0,(! (! net_595)),['net_595'],[1.0],1.0,1.0,1
0,U4104,INVX0,(! (! (! (! net_595)))),['net_595'],[1.0],1.0,1.0,1
0,U4105,INVX0,(! (! (! net_595))),['net_595'],[1.0],1.0,1.0,1
0,U4113,NOR2X0,((! net_5177) & (! net_6399)),"['net_5177', 'net_6399']","[0.5, 0.5]",0.5,0.5,2
0,U4114,NOR2X0,((! net_5178) & (! net_6399)),"['net_5178', 'net_6399']","[0.5, 0.5]",0.5,0.5,2
0,U4115,NOR2X0,((! net_5179) & (! net_6399)),"['net_5179', 'net_6399']","[0.5, 0.5]",0.5,0.5,2
0,U4116,NOR2X0,((! net_5180) & (! net_6388)),"['net_5180', 'net_6388']","[0.5, 0.5]",0.5,0.5,2
0,U4117,NOR2X0,((! net_5181) & (! net_6387)),"['net_5181', 'net_6387']","[0.5, 0.5]",0.5,0.5,2
0,U4118,NOR2X0,((! net_5182) & (! net_6388)),"['net_5182', 'net_6388']","[0.5, 0.5]",0.5,0.5,2
