,GATE_NAME,GATE_TYPE,BOOL_FUNC,VARIABLES,CONTROL_VECTOR,MEAN,MEDIAN,SIZE
0,U305,AND2X4,(net_156 & net_264),"['net_156', 'net_264']","[0.5, 0.5]",0.5,0.5,2
0,U303,AND2X4,(net_154 & net_264),"['net_154', 'net_264']","[0.5, 0.5]",0.5,0.5,2
0,U302,ISOLORX8,(net_252 | net_263),"['net_252', 'net_263']","[0.5, 0.5]",0.5,0.5,2
0,U301,OR4X4,(net_254 | (net_255 | (net_253 | net_256))),"['net_253', 'net_254', 'net_255', 'net_256']","[0.125, 0.125, 0.125, 0.125]",0.125,0.125,4
0,U300,NAND4X1,((! net_98) | ((! net_97) | ((! net_261) | (! net_262)))),"['net_261', 'net_262', 'net_97', 'net_98']","[0.125, 0.125, 0.125, 0.125]",0.125,0.125,4
0,U299,NAND4X1,((! net_260) | ((! net_96) | ((! net_94) | (! net_95)))),"['net_260', 'net_94', 'net_95', 'net_96']","[0.125, 0.125, 0.125, 0.125]",0.125,0.125,4
0,U298,NAND4X1,((! net_93) | ((! net_259) | ((! net_257) | (! net_258)))),"['net_257', 'net_258', 'net_259', 'net_93']","[0.125, 0.125, 0.125, 0.125]",0.125,0.125,4
0,U297,NAND4X1,((! net_88) | ((! net_87) | ((! net_85) | (! net_86)))),"['net_85', 'net_86', 'net_87', 'net_88']","[0.125, 0.125, 0.125, 0.125]",0.125,0.125,4
0,U296,OR4X4,(net_242 | (net_244 | (net_1 | net_245))),"['net_1', 'net_242', 'net_244', 'net_245']","[0.125, 0.125, 0.125, 0.125]",0.125,0.125,4
0,U295,NAND4X1,((! net_79) | ((! net_80) | ((! net_250) | (! net_81)))),"['net_250', 'net_79', 'net_80', 'net_81']","[0.125, 0.125, 0.125, 0.125]",0.125,0.125,4
0,U294,NAND4X1,((! net_249) | ((! net_70) | ((! net_68) | (! net_69)))),"['net_249', 'net_68', 'net_69', 'net_70']","[0.125, 0.125, 0.125, 0.125]",0.125,0.125,4
0,U293,NAND4X1,((! net_134) | ((! net_130) | ((! net_128) | (! net_157)))),"['net_128', 'net_130', 'net_134', 'net_157']","[0.125, 0.125, 0.125, 0.125]",0.125,0.125,4
0,U230,XOR2X2,(net_218 ^ net_92),"['net_218', 'net_92']","[1.0, 1.0]",1.0,1.0,2
0,U229,NOR2X4,((! net_138) & (! net_219)),"['net_138', 'net_219']","[0.5, 0.5]",0.5,0.5,2
0,U228,XOR2X2,(net_138 ^ net_219),"['net_138', 'net_219']","[1.0, 1.0]",1.0,1.0,2
0,U227,XOR2X2,(net_89 ^ net_90),"['net_89', 'net_90']","[1.0, 1.0]",1.0,1.0,2
0,U226,XOR2X2,(net_100 ^ net_220),"['net_100', 'net_220']","[1.0, 1.0]",1.0,1.0,2
0,U225,NOR2X4,((! net_137) & (! net_221)),"['net_137', 'net_221']","[0.5, 0.5]",0.5,0.5,2
0,U224,XOR2X2,(net_137 ^ net_221),"['net_137', 'net_221']","[1.0, 1.0]",1.0,1.0,2
0,U223,XOR2X2,(net_97 ^ net_98),"['net_97', 'net_98']","[1.0, 1.0]",1.0,1.0,2
0,U222,XOR2X2,(net_222 ^ net_66),"['net_222', 'net_66']","[1.0, 1.0]",1.0,1.0,2
0,U221,NOR2X4,((! net_135) & (! net_223)),"['net_135', 'net_223']","[0.5, 0.5]",0.5,0.5,2
0,U220,XOR2X2,(net_135 ^ net_223),"['net_135', 'net_223']","[1.0, 1.0]",1.0,1.0,2
0,U219,XOR2X2,(net_63 ^ net_64),"['net_63', 'net_64']","[1.0, 1.0]",1.0,1.0,2
0,U218,XOR2X2,(net_225 ^ net_74),"['net_225', 'net_74']","[1.0, 1.0]",1.0,1.0,2
0,U217,NOR2X4,((! net_139) & (! net_226)),"['net_139', 'net_226']","[0.5, 0.5]",0.5,0.5,2
0,U216,XOR2X2,(net_139 ^ net_226),"['net_139', 'net_226']","[1.0, 1.0]",1.0,1.0,2
0,U215,XOR2X2,(net_71 ^ net_72),"['net_71', 'net_72']","[1.0, 1.0]",1.0,1.0,2
0,U214,INVX32,(! net_187),['net_187'],[1.0],1.0,1.0,1
0,U213,NAND2X4,((! net_194) | (! net_195)),"['net_194', 'net_195']","[0.5, 0.5]",0.5,0.5,2
0,U212,NAND2X4,((! net_97) | (! net_98)),"['net_97', 'net_98']","[0.5, 0.5]",0.5,0.5,2
