,GATE_NAME,GATE_TYPE,BOOL_FUNC,VARIABLES,CONTROL_VECTOR,MEAN,MEDIAN,SIZE
0,U305,AND2X4,(net_156 & (net_252 | net_263)),"['net_156', 'net_252', 'net_263']","[0.75, 0.25, 0.25]",0.4166666666666667,0.25,3
0,U303,AND2X4,(net_154 & (net_252 | net_263)),"['net_154', 'net_252', 'net_263']","[0.75, 0.25, 0.25]",0.4166666666666667,0.25,3
0,U302,ISOLORX8,((net_242 | (net_244 | (net_1 | net_245))) | (net_254 | (net_255 | (net_253 | net_256)))),"['net_1', 'net_242', 'net_244', 'net_245', 'net_253', 'net_254', 'net_255', 'net_256']","[0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125]",0.0078125,0.0078125,8
0,U301,OR4X4,(((! net_98) | ((! net_97) | ((! net_261) | (! net_262)))) | (((! net_260) | ((! net_96) | ((! net_94) | (! net_95)))) | (((! net_88) | ((! net_87) | ((! net_85) | (! net_86)))) | ((! net_93) | ((! net_259) | ((! net_257) | (! net_258))))))),"['net_257', 'net_258', 'net_259', 'net_260', 'net_261', 'net_262', 'net_85', 'net_86', 'net_87', 'net_88', 'net_93', 'net_94', 'net_95', 'net_96', 'net_97', 'net_98']","[0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0001]",1.8750000000000002e-05,0.0,16
0,U300,NAND4X1,((! net_98) | ((! net_97) | ((! (net_137 ^ net_221)) | (! (net_97 ^ net_98))))),"['net_137', 'net_221', 'net_97', 'net_98']","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,4
0,U299,NAND4X1,((! (net_100 ^ net_220)) | ((! (net_143 & net_160)) | ((! (net_160 & net_261)) | (! (net_160 & net_262))))),"['net_100', 'net_143', 'net_160', 'net_220', 'net_261', 'net_262']","[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]",0.0625,0.0625,6
0,U298,NAND4X1,((! (net_160 & net_260)) | ((! (net_89 ^ net_90)) | ((! (net_218 ^ net_92)) | (! (net_138 ^ net_219))))),"['net_138', 'net_160', 'net_218', 'net_219', 'net_260', 'net_89', 'net_90', 'net_92']","[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]",0.0625,0.0625,8
0,U297,NAND4X1,((! net_88) | ((! net_87) | ((! (net_172 & net_174)) | (! net_86)))),"['net_172', 'net_174', 'net_86', 'net_87', 'net_88']","[0.0625, 0.0625, 0.0625, 0.0625, 0.0625]",0.0625,0.0625,5
0,U296,OR4X4,(((! net_79) | ((! net_80) | ((! net_250) | (! net_81)))) | (((! net_249) | ((! net_70) | ((! net_68) | (! net_69)))) | (net_1 | ((! net_134) | ((! net_130) | ((! net_128) | (! net_157))))))),"['net_1', 'net_128', 'net_130', 'net_134', 'net_157', 'net_249', 'net_250', 'net_68', 'net_69', 'net_70', 'net_79', 'net_80', 'net_81']","[0.000244140625, 0.000244140625, 0.000244140625, 0.000244140625, 0.000244140625, 0.000244140625, 0.000244140625, 0.000244140625, 0.000244140625, 0.000244140625, 0.000244140625, 0.000244140625, 0.000244140625]",0.000244140625,0.000244140625,13
0,U295,NAND4X1,((! net_79) | ((! net_80) | ((! (net_139 ^ net_226)) | (! net_81)))),"['net_139', 'net_226', 'net_79', 'net_80', 'net_81']","[0.125, 0.125, 0.125, 0.125, 0.125]",0.125,0.125,5
