,GATE_NAME,GATE_TYPE,BOOL_FUNC,VARIABLES,CONTROL_VECTOR,MEAN,MEDIAN,SIZE
0,U5132,OA22X1,((net_2 | net_3206) & (net_3724 | net_3766)),"['net_2', 'net_3206', 'net_3724', 'net_3766']","[0.375, 0.375, 0.375, 0.375]",0.375,0.375,4
0,U5133,OA22X1,((net_2 | net_3380) & (net_3352 | net_3769)),"['net_2', 'net_3352', 'net_3380', 'net_3769']","[0.375, 0.375, 0.375, 0.375]",0.375,0.375,4
0,U5134,OA221X1,(net_7383 & ((net_1042 | net_1289) & (net_2 | net_3238))),"['net_1042', 'net_1289', 'net_2', 'net_3238', 'net_7383']","[0.1875, 0.1875, 0.1875, 0.1875, 0.5625]",0.2625,0.1875,5
0,U5135,OA221X1,(net_7399 & ((net_1957 | net_2481) & (net_2 | net_3385))),"['net_1957', 'net_2', 'net_2481', 'net_3385', 'net_7399']","[0.1875, 0.1875, 0.1875, 0.1875, 0.5625]",0.2625,0.1875,5
0,U5136,OA221X1,(net_7405 & ((net_2 | net_3383) & (net_2909 | net_6732))),"['net_2', 'net_2909', 'net_3383', 'net_6732', 'net_7405']","[0.1875, 0.1875, 0.1875, 0.1875, 0.5625]",0.2625,0.1875,5
0,U5137,OA221X1,(net_7386 & ((net_1490 | net_2126) & (net_2 | net_3206))),"['net_1490', 'net_2', 'net_2126', 'net_3206', 'net_7386']","[0.1875, 0.1875, 0.1875, 0.1875, 0.5625]",0.2625,0.1875,5
0,U5138,OA221X1,(net_7388 & ((net_2 | net_3380) & (net_2213 | net_6869))),"['net_2', 'net_2213', 'net_3380', 'net_6869', 'net_7388']","[0.1875, 0.1875, 0.1875, 0.1875, 0.5625]",0.2625,0.1875,5
0,U5139,OA221X1,(net_7385 & ((net_2 | net_3381) & (net_2116 | net_3111))),"['net_2', 'net_2116', 'net_3111', 'net_3381', 'net_7385']","[0.1875, 0.1875, 0.1875, 0.1875, 0.5625]",0.2625,0.1875,5
0,U5140,OA22X1,((net_2 | net_3206) & (net_3722 | net_3761)),"['net_2', 'net_3206', 'net_3722', 'net_3761']","[0.375, 0.375, 0.375, 0.375]",0.375,0.375,4
0,U5141,OA22X1,((net_2 | net_3380) & (net_3716 | net_3764)),"['net_2', 'net_3380', 'net_3716', 'net_3764']","[0.375, 0.375, 0.375, 0.375]",0.375,0.375,4
0,U5142,OA221X1,(net_7382 & ((net_1590 | net_2189) & (net_2 | net_3238))),"['net_1590', 'net_2', 'net_2189', 'net_3238', 'net_7382']","[0.1875, 0.1875, 0.1875, 0.1875, 0.5625]",0.2625,0.1875,5
0,U5143,OA221X1,(net_7394 & ((net_1004 | net_1064) & (net_2 | net_3730))),"['net_1004', 'net_1064', 'net_2', 'net_3730', 'net_7394']","[0.1875, 0.1875, 0.1875, 0.1875, 0.5625]",0.2625,0.1875,5
0,U5144,OA221X1,(net_7390 & ((net_1131 | net_1276) & (net_2 | net_3381))),"['net_1131', 'net_1276', 'net_2', 'net_3381', 'net_7390']","[0.1875, 0.1875, 0.1875, 0.1875, 0.5625]",0.2625,0.1875,5
0,U5145,OA221X1,(net_7377 & ((net_2 | net_3380) & (net_2085 | net_2538))),"['net_2', 'net_2085', 'net_2538', 'net_3380', 'net_7377']","[0.1875, 0.1875, 0.1875, 0.1875, 0.5625]",0.2625,0.1875,5
0,U5146,OA221X1,(net_7396 & ((net_1622 | net_2900) & (net_2 | net_3384))),"['net_1622', 'net_2', 'net_2900', 'net_3384', 'net_7396']","[0.1875, 0.1875, 0.1875, 0.1875, 0.5625]",0.2625,0.1875,5
0,U5147,OA221X1,(net_7398 & ((net_2 | net_3206) & (net_2796 | net_7123))),"['net_2', 'net_2796', 'net_3206', 'net_7123', 'net_7398']","[0.1875, 0.1875, 0.1875, 0.1875, 0.5625]",0.2625,0.1875,5
0,U5148,OA221X1,(net_7378 & ((net_1053 | net_3149) & (net_2 | net_3381))),"['net_1053', 'net_2', 'net_3149', 'net_3381', 'net_7378']","[0.1875, 0.1875, 0.1875, 0.1875, 0.5625]",0.2625,0.1875,5
0,U5149,OA221X1,(net_7380 & ((net_2 | net_3383) & (net_2230 | net_3707))),"['net_2', 'net_2230', 'net_3383', 'net_3707', 'net_7380']","[0.1875, 0.1875, 0.1875, 0.1875, 0.5625]",0.2625,0.1875,5
0,U5150,OA221X1,(net_7391 & ((net_1431 | net_3708) & (net_2 | net_3382))),"['net_1431', 'net_2', 'net_3382', 'net_3708', 'net_7391']","[0.1875, 0.1875, 0.1875, 0.1875, 0.5625]",0.2625,0.1875,5
0,U5151,OA221X1,(net_7384 & ((net_1462 | net_2327) & (net_2 | net_3238))),"['net_1462', 'net_2', 'net_2327', 'net_3238', 'net_7384']","[0.1875, 0.1875, 0.1875, 0.1875, 0.5625]",0.2625,0.1875,5
0,U5152,OA221X1,(net_7379 & ((net_2 | net_3385) & (net_3711 | net_3751))),"['net_2', 'net_3385', 'net_3711', 'net_3751', 'net_7379']","[0.1875, 0.1875, 0.1875, 0.1875, 0.5625]",0.2625,0.1875,5
0,U5153,OA221X1,(net_7770 & ((net_2 | net_3380) & (net_2180 | net_7122))),"['net_2', 'net_2180', 'net_3380', 'net_7122', 'net_7770']","[0.1875, 0.1875, 0.1875, 0.1875, 0.5625]",0.2625,0.1875,5
0,U5154,OA221X1,(net_7381 & ((net_2 | net_3381) & (net_3702 | net_3735))),"['net_2', 'net_3381', 'net_3702', 'net_3735', 'net_7381']","[0.1875, 0.1875, 0.1875, 0.1875, 0.5625]",0.2625,0.1875,5
0,U5155,OA221X1,(net_7387 & ((net_2 | net_3384) & (net_3709 | net_3749))),"['net_2', 'net_3384', 'net_3709', 'net_3749', 'net_7387']","[0.1875, 0.1875, 0.1875, 0.1875, 0.5625]",0.2625,0.1875,5
0,U5156,OA221X1,(net_7395 & ((net_2 | net_3383) & (net_3720 | net_7123))),"['net_2', 'net_3383', 'net_3720', 'net_7123', 'net_7395']","[0.1875, 0.1875, 0.1875, 0.1875, 0.5625]",0.2625,0.1875,5
0,U5157,OA221X1,(net_7397 & ((net_2 | net_3381) & (net_3705 | net_3706))),"['net_2', 'net_3381', 'net_3705', 'net_3706', 'net_7397']","[0.1875, 0.1875, 0.1875, 0.1875, 0.5625]",0.2625,0.1875,5
0,U5158,OA221X1,(net_7402 & ((net_1331 | net_3714) & (net_2 | net_3382))),"['net_1331', 'net_2', 'net_3382', 'net_3714', 'net_7402']","[0.1875, 0.1875, 0.1875, 0.1875, 0.5625]",0.2625,0.1875,5
0,U5159,OA221X1,(net_7392 & ((net_2 | net_3238) & (net_3716 | net_3717))),"['net_2', 'net_3238', 'net_3716', 'net_3717', 'net_7392']","[0.1875, 0.1875, 0.1875, 0.1875, 0.5625]",0.2625,0.1875,5
0,U5160,OA221X1,(net_7389 & ((net_2 | net_3385) & (net_3726 | net_3727))),"['net_2', 'net_3385', 'net_3726', 'net_3727', 'net_7389']","[0.1875, 0.1875, 0.1875, 0.1875, 0.5625]",0.2625,0.1875,5
0,U5161,OA221X1,(net_7406 & ((net_2 | net_3384) & (net_3722 | net_3723))),"['net_2', 'net_3384', 'net_3722', 'net_3723', 'net_7406']","[0.1875, 0.1875, 0.1875, 0.1875, 0.5625]",0.2625,0.1875,5
0,U5162,AO221X1,((net_1 & net_3668) | ((net_3669 & net_7054) | net_7256)),"['net_1', 'net_3668', 'net_3669', 'net_7054', 'net_7256']","[0.1875, 0.1875, 0.1875, 0.1875, 0.5625]",0.2625,0.1875,5
0,U5163,AO22X1,((net_1 & net_3798) | (net_3807 & net_7461)),"['net_1', 'net_3798', 'net_3807', 'net_7461']","[0.375, 0.375, 0.375, 0.375]",0.375,0.375,4
0,U5164,NOR2X0,((! net_1) & (! net_6502)),"['net_1', 'net_6502']","[0.5, 0.5]",0.5,0.5,2
0,U5165,NOR2X0,((! net_1) & (! net_7254)),"['net_1', 'net_7254']","[0.5, 0.5]",0.5,0.5,2
