,GATE_NAME,GATE_TYPE,BOOL_FUNC,VARIABLES,CONTROL_VECTOR,MEAN,MEDIAN,SIZE
0,U1553,NAND2X0,((! ((! ((! net_982) & net_1855)) & (! (! net_2611)))) | (! net_2)),"['net_1855', 'net_2', 'net_2611', 'net_982']","[0.125, 0.375, 0.375, 0.125]",0.25,0.25,4
0,U1554,NAND2X0,((! ((! ((! net_982) & net_1855)) & (! (! net_2611)))) | (! net_2)),"['net_1855', 'net_2', 'net_2611', 'net_982']","[0.125, 0.375, 0.375, 0.125]",0.25,0.25,4
0,U1555,NAND3X0,((! (! (! net_2626))) | ((! ((! ((! net_2339) & (! net_2597))) | (! net_2318))) | (! net_2))),"['net_2', 'net_2318', 'net_2339', 'net_2597', 'net_2626']","[0.4375, 0.0625, 0.0625, 0.0625, 0.4375]",0.2125,0.0625,5
0,U1556,AO222X1,((((net_1515 & net_2277) & (net_2111 & net_2286)) & net_957) | (((! ((! (net_1515 & net_2277)) | (! net_2283))) & net_792) | (((! ((! net_2288) | ((! net_2492) | (! net_422)))) & (net_1515 & net_2277)) & (! (! net_270))))),"['net_1515', 'net_2111', 'net_2277', 'net_2283', 'net_2286', 'net_2288', 'net_2492', 'net_270', 'net_422', 'net_792', 'net_957']","[0.1923828125, 0.0439453125, 0.1923828125, 0.1025390625, 0.0439453125, 0.0205078125, 0.0205078125, 0.0205078125, 0.0205078125, 0.1025390625, 0.0439453125]",0.07306463068181818,0.0439453125,11
0,U1557,AND4X1,((! (! net_285)) & ((! (! net_284)) & (((net_425 & (net_1561 & net_2488)) & ((! net_2489) & (! net_420))) & ((! (! net_287)) & (! (! net_2491)))))),"['net_1561', 'net_2488', 'net_2489', 'net_2491', 'net_284', 'net_285', 'net_287', 'net_420', 'net_425']","[0.00390625, 0.00390625, 0.00390625, 0.00390625, 0.00390625, 0.00390625, 0.00390625, 0.00390625, 0.00390625]",0.00390625,0.00390625,9
0,U1558,AND4X1,((! (! net_286)) & ((! (! net_287)) & (((! (! net_284)) & (! (! net_2493))) & ((net_425 & (net_1561 & net_2488)) & ((! net_2489) & (! net_420)))))),"['net_1561', 'net_2488', 'net_2489', 'net_2493', 'net_284', 'net_286', 'net_287', 'net_420', 'net_425']","[0.00390625, 0.00390625, 0.00390625, 0.00390625, 0.00390625, 0.00390625, 0.00390625, 0.00390625, 0.00390625]",0.00390625,0.00390625,9
0,U1559,AND2X1,(((! net_2483) & (((net_1447 & ((! (! net_290)) & (! (! net_2485)))) | (net_2290 & net_2484)) & (! net_289))) & ((! (! net_290)) & (! (! net_2485)))),"['net_1447', 'net_2290', 'net_2483', 'net_2484', 'net_2485', 'net_289', 'net_290']","[0.046875, 0.015625, 0.078125, 0.015625, 0.078125, 0.078125, 0.078125]",0.05580357142857143,0.078125,7
0,U1560,NAND4X0,((! ((! ((! net_2288) | ((! net_2492) | (! net_422)))) & (! (! net_288)))) | ((! (! (! net_289))) | ((! (((! net_2192) & ((! net_2489) & (! net_420))) | (((! net_420) & (! net_427)) & (! net_281)))) | (! ((! net_2489) & (! net_420)))))),"['net_2192', 'net_2288', 'net_2489', 'net_2492', 'net_281', 'net_288', 'net_289', 'net_420', 'net_422', 'net_427']","[0.005859375, 0.009765625, 0.009765625, 0.009765625, 0.001953125, 0.009765625, 0.009765625, 0.009765625, 0.009765625, 0.001953125]",0.0078125,0.009765625,10
0,U1561,AOI222X1,(((! ((! ((! net_2253) & net_2256)) & ((net_2256 & (net_2288 & (net_421 & net_422))) | ((! net_2253) & net_2256)))) | (! net_736)) & (((! ((net_1517 & net_2277) & (net_2288 & (net_421 & net_422)))) | (! (! (! net_321)))) & ((! ((! (net_2256 & net_2283)) & ((net_2256 & net_2284) | (net_2256 & net_2283)))) | (! net_623)))),"['net_1517', 'net_2253', 'net_2256', 'net_2277', 'net_2283', 'net_2284', 'net_2288', 'net_321', 'net_421', 'net_422', 'net_623', 'net_736']","[0.02587890625, 0.02392578125, 0.14697265625, 0.02587890625, 0.11962890625, 0.11962890625, 0.05322265625, 0.02587890625, 0.05322265625, 0.05322265625, 0.11962890625, 0.02392578125]",0.06591796875,0.05322265625,12
0,U1562,INVX0,(! ((! (! net_2133)) | (! (! net_2549)))),"['net_2133', 'net_2549']","[0.5, 0.5]",0.5,0.5,2
0,U1563,INVX0,(! ((! (! net_282)) | (! (! net_2489)))),"['net_2489', 'net_282']","[0.5, 0.5]",0.5,0.5,2
0,U1564,INVX0,(! (! ((! net_2154) | ((! net_2153) | ((! net_2152) | (! net_2356)))))),"['net_2152', 'net_2153', 'net_2154', 'net_2356']","[0.125, 0.125, 0.125, 0.125]",0.125,0.125,4
0,U1565,AO222X1,((((! ((! net_2288) | ((! net_2492) | (! net_422)))) & (net_1515 & net_2277)) & (! (! net_268))) | ((((net_1517 & net_2277) & (net_2288 & (net_421 & net_422))) & (! (! net_314))) | (((net_1515 & net_2277) & (net_2111 & net_2286)) & net_923))),"['net_1515', 'net_1517', 'net_2111', 'net_2277', 'net_2286', 'net_2288', 'net_2492', 'net_268', 'net_314', 'net_421', 'net_422', 'net_923']","[0.08447265625, 0.02587890625, 0.05712890625, 0.11572265625, 0.05712890625, 0.05322265625, 0.02392578125, 0.02392578125, 0.02587890625, 0.02587890625, 0.05322265625, 0.05712890625]",0.05029296875,0.05322265625,12
0,U1566,AND4X1,(((net_426 & (net_1561 & net_2483)) & ((! net_2489) & (! net_420))) & ((! (! net_285)) & ((! (! net_286)) & (! (! net_287))))),"['net_1561', 'net_2483', 'net_2489', 'net_285', 'net_286', 'net_287', 'net_420', 'net_426']","[0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125]",0.0078125,0.0078125,8
0,U1567,AO222X1,((((net_1515 & net_2277) & (net_2111 & net_2286)) & net_678) | (((! ((! (net_1515 & net_2277)) | (! net_2283))) & net_913) | (((! ((! net_2288) | ((! net_2492) | (! net_422)))) & (net_1515 & net_2277)) & (! (! net_269))))),"['net_1515', 'net_2111', 'net_2277', 'net_2283', 'net_2286', 'net_2288', 'net_2492', 'net_269', 'net_422', 'net_678', 'net_913']","[0.1923828125, 0.0439453125, 0.1923828125, 0.1025390625, 0.0439453125, 0.0205078125, 0.0205078125, 0.0205078125, 0.0205078125, 0.0439453125, 0.1025390625]",0.07306463068181818,0.0439453125,11
0,U1568,INVX0,(! (! (! net_1956))),['net_1956'],[1.0],1.0,1.0,1
0,U1569,INVX0,(! (! (! net_1956))),['net_1956'],[1.0],1.0,1.0,1
0,U1570,INVX0,(! (! ((! net_2154) | ((! net_2153) | ((! net_2152) | (! net_2356)))))),"['net_2152', 'net_2153', 'net_2154', 'net_2356']","[0.125, 0.125, 0.125, 0.125]",0.125,0.125,4
0,U1571,AND2X1,(((! net_2488) & (((net_1447 & ((! (! net_290)) & (! (! net_2485)))) | (net_2290 & net_2484)) & (! net_288))) & ((! (! net_290)) & (! (! net_2485)))),"['net_1447', 'net_2290', 'net_2484', 'net_2485', 'net_2488', 'net_288', 'net_290']","[0.046875, 0.015625, 0.015625, 0.078125, 0.078125, 0.078125, 0.078125]",0.05580357142857143,0.078125,7
0,U1572,NAND3X0,((! ((! (! net_286)) & (! (! net_2490)))) | ((! (! net_284)) | (! (! (! net_285))))),"['net_2490', 'net_284', 'net_285', 'net_286']","[0.125, 0.125, 0.125, 0.125]",0.125,0.125,4
0,U1573,AND2X1,((((net_1447 & ((! (! net_290)) & (! (! net_2485)))) | (net_2290 & net_2484)) & ((! net_288) & (! net_289))) & ((! (! net_290)) & (! (! net_2485)))),"['net_1447', 'net_2290', 'net_2484', 'net_2485', 'net_288', 'net_289', 'net_290']","[0.046875, 0.015625, 0.015625, 0.078125, 0.078125, 0.078125, 0.078125]",0.05580357142857143,0.078125,7
0,U1574,AO22X1,(((! ((! net_2455) | (! (! (! net_290))))) & ((! (! net_290)) & (! (! net_2485)))) | (((! (! net_2485)) & (! (! (! net_290)))) & (! net_281))),"['net_2455', 'net_2485', 'net_281', 'net_290']","[0.25, 0.5, 0.25, 0.25]",0.3125,0.25,4
0,U1575,AO22X1,(((! ((! net_1494) | (! net_529))) & ((net_2503 & ((! net_2505) | ((! net_2043) & (! net_2044)))) | (net_2505 & net_862))) | (((! net_1494) | (! net_529)) & (! (((! net_1939) | (! net_717)) ^ net_874)))),"['net_1494', 'net_1939', 'net_2043', 'net_2044', 'net_2503', 'net_2505', 'net_529', 'net_717', 'net_862', 'net_874']","[0.25, 0.375, 0.015625, 0.015625, 0.140625, 0.109375, 0.25, 0.375, 0.109375, 0.75]",0.2390625,0.1953125,10
0,U1576,AO221X1,(((! ((! (net_1515 & net_2277)) | (! net_2283))) & net_905) | ((((net_1515 & net_2277) & (net_2288 & (net_421 & net_422))) & (! (! net_260))) | ((((! net_2253) & (net_1515 & net_2277)) & (! net_2469)) | (((net_2282 & (net_2288 & (net_421 & net_422))) & (! net_2465)) | (((net_1515 & net_2277) & net_2284) & net_923))))),"['net_1515', 'net_2253', 'net_2277', 'net_2282', 'net_2283', 'net_2284', 'net_2288', 'net_2465', 'net_2469', 'net_260', 'net_421', 'net_422', 'net_905', 'net_923']","[0.2899169921875, 0.0648193359375, 0.2899169921875, 0.0501708984375, 0.0648193359375, 0.0648193359375, 0.0633544921875, 0.0501708984375, 0.0648193359375, 0.0098876953125, 0.0633544921875, 0.0633544921875, 0.0648193359375, 0.0648193359375]",0.09064592633928571,0.0648193359375,14
0,U1577,AO221X1,((((! ((! net_2288) | ((! net_2492) | (! (! net_2493))))) & (net_1517 & net_2277)) & (! (! net_324))) | ((((! net_2493) & ((! net_2492) & ((net_1517 & net_2277) & ((! net_2490) & (! net_423))))) & (! (! net_308))) | ((! ((! ((! net_2288) | ((! net_2492) | (! (! net_2493))))) & net_2252)) & ((! ((! net_2264) | ((! net_2258) | (! net_2287)))) & ((! ((! net_2249) | ((! net_2202) | ((! net_2203) | (! net_2254))))) & (! ((! net_2265) | (! net_2273)))))))),"['net_1517', 'net_2202', 'net_2203', 'net_2249', 'net_2252', 'net_2254', 'net_2258', 'net_2264', 'net_2265', 'net_2273', 'net_2277', 'net_2287', 'net_2288', 'net_2490', 'net_2492', 'net_2493', 'net_308', 'net_324', 'net_423']","[0.0459, 0.0033, 0.0043, 0.0035, 0.0, 0.003, 0.0036, 0.0038, 0.0039, 0.0035, 0.0505, 0.0035, 0.0318, 0.0172, 0.0428, 0.0501, 0.0129, 0.0313, 0.0152]",0.017373684210526315,0.0043,19
0,U1578,AOI22X1,(((! (! ((! (net_1515 & net_2277)) | (! net_2283)))) | (! net_675)) & ((! ((net_1515 & net_2277) & (net_2288 & (net_421 & net_422)))) | (! (! (! net_263))))),"['net_1515', 'net_2277', 'net_2283', 'net_2288', 'net_263', 'net_421', 'net_422', 'net_675']","[0.1484375, 0.1484375, 0.1171875, 0.0234375, 0.0234375, 0.0234375, 0.0234375, 0.1171875]",0.078125,0.0703125,8
0,U1579,AO221X1,((((net_1515 & net_2277) & (net_2288 & (net_421 & net_422))) & (! (! net_261))) | (((! ((! net_2255) | (! net_421))) & net_978) | ((((net_1515 & net_2277) & net_2284) & net_678) | (((! net_2273) & net_913) | (((! net_2253) & (net_1515 & net_2277)) & (! net_2468)))))),"['net_1515', 'net_2253', 'net_2255', 'net_2273', 'net_2277', 'net_2284', 'net_2288', 'net_2468', 'net_261', 'net_421', 'net_422', 'net_678', 'net_913', 'net_978']","[0.1534423828125, 0.0582275390625, 0.1636962890625, 0.3863525390625, 0.1534423828125, 0.0582275390625, 0.0098876953125, 0.0582275390625, 0.0098876953125, 0.1768798828125, 0.0098876953125, 0.0582275390625, 0.3863525390625, 0.1636962890625]",0.13188825334821427,0.1058349609375,14
0,U1580,AO221X1,((((! net_2493) & ((! net_2492) & ((net_1517 & net_2277) & ((! net_2490) & (! (! net_2491)))))) & (! (! net_310))) | ((((! net_2491) & ((! net_2490) & (((! net_2492) & (! (! net_2493))) & (net_1517 & net_2277)))) & net_805) | ((! ((! net_2253) & net_2252)) & ((! ((! net_2264) | ((! net_2258) | (! net_2287)))) & ((! ((! net_2249) | ((! net_2202) | ((! net_2203) | (! net_2254))))) & (! ((! net_2265) | (! net_2273)))))))),"['net_1517', 'net_2202', 'net_2203', 'net_2249', 'net_2252', 'net_2253', 'net_2254', 'net_2258', 'net_2264', 'net_2265', 'net_2273', 'net_2277', 'net_2287', 'net_2490', 'net_2491', 'net_2492', 'net_2493', 'net_310', 'net_805']","[0.0279, 0.0023, 0.0025, 0.0024, 0.0016, 0.0012, 0.0027, 0.0024, 0.0025, 0.0027, 0.0026, 0.0312, 0.0029, 0.0308, 0.0305, 0.0317, 0.033, 0.016, 0.0127]",0.012610526315789473,0.0027,19
0,U1581,AO221X1,((((net_1515 & net_2277) & (net_2288 & (net_421 & net_422))) & (! (! net_262))) | (((! ((! net_2255) | (! net_421))) & net_744) | ((((net_1515 & net_2277) & net_2284) & net_957) | (((! net_2273) & net_792) | (((! net_2253) & (net_1515 & net_2277)) & (! net_2467)))))),"['net_1515', 'net_2253', 'net_2255', 'net_2273', 'net_2277', 'net_2284', 'net_2288', 'net_2467', 'net_262', 'net_421', 'net_422', 'net_744', 'net_792', 'net_957']","[0.1534423828125, 0.0582275390625, 0.1636962890625, 0.3863525390625, 0.1534423828125, 0.0582275390625, 0.0098876953125, 0.0582275390625, 0.0098876953125, 0.1768798828125, 0.0098876953125, 0.1636962890625, 0.3863525390625, 0.0582275390625]",0.13188825334821427,0.1058349609375,14
