,GATE_NAME,GATE_TYPE,BOOL_FUNC,VARIABLES,CONTROL_VECTOR,MEAN,MEDIAN,SIZE
0,r147_U1_0,FADDX1,(((net_112 ^ net_132) & ((net_162 & net_99) | ((net_106 & net_134) | net_163))) | (((net_134 & net_218) | (net_167 & net_208)) & ((net_112 ^ net_132) | ((net_162 & net_99) | ((net_106 & net_134) | net_163))))),"['net_106', 'net_112', 'net_132', 'net_134', 'net_162', 'net_163', 'net_167', 'net_208', 'net_218', 'net_99']","[0.09375, 0.4921875, 0.4921875, 0.28125, 0.09375, 0.28125, 0.1875, 0.1875, 0.1875, 0.09375]",0.2390625,0.1875,10
0,r147_U1_1,FADDX1,(((net_131 ^ net_50) & ((net_229 & net_50) | (net_41 & (net_229 | net_50)))) | (((net_134 & net_219) | (net_167 & net_207)) & ((net_131 ^ net_50) | ((net_229 & net_50) | (net_41 & (net_229 | net_50)))))),"['net_131', 'net_134', 'net_167', 'net_207', 'net_219', 'net_229', 'net_41', 'net_50']","[0.5, 0.1875, 0.1875, 0.1875, 0.1875, 0.25, 0.25, 0.5]",0.28125,0.21875,8
0,r147_U1_2,FADDX1,(((net_112 ^ net_128) & ((net_230 & net_80) | (net_42 & (net_230 | net_80)))) | (((net_167 & net_206) | ((net_134 & net_220) | net_135)) & ((net_112 ^ net_128) | ((net_230 & net_80) | (net_42 & (net_230 | net_80)))))),"['net_112', 'net_128', 'net_134', 'net_135', 'net_167', 'net_206', 'net_220', 'net_230', 'net_42', 'net_80']","[0.5, 0.5, 0.09375, 0.28125, 0.09375, 0.09375, 0.09375, 0.25, 0.25, 0.25]",0.240625,0.25,10
0,r147_U1_3,FADDX1,(((net_112 ^ net_126) & ((net_231 & net_81) | (net_43 & (net_231 | net_81)))) | (((net_167 & net_205) | ((net_134 & net_221) | net_135)) & ((net_112 ^ net_126) | ((net_231 & net_81) | (net_43 & (net_231 | net_81)))))),"['net_112', 'net_126', 'net_134', 'net_135', 'net_167', 'net_205', 'net_221', 'net_231', 'net_43', 'net_81']","[0.5, 0.5, 0.09375, 0.28125, 0.09375, 0.09375, 0.09375, 0.25, 0.25, 0.25]",0.240625,0.25,10
0,r147_U1_4,FADDX1,(((net_122 ^ net_50) & ((net_232 & net_82) | (net_44 & (net_232 | net_82)))) | (((net_167 & net_204) | ((net_134 & net_222) | net_135)) & ((net_122 ^ net_50) | ((net_232 & net_82) | (net_44 & (net_232 | net_82)))))),"['net_122', 'net_134', 'net_135', 'net_167', 'net_204', 'net_222', 'net_232', 'net_44', 'net_50', 'net_82']","[0.5, 0.09375, 0.28125, 0.09375, 0.09375, 0.09375, 0.25, 0.25, 0.5, 0.25]",0.240625,0.25,10
0,r147_U1_5,FADDX1,(((net_112 ^ net_119) & ((net_233 & net_83) | (net_45 & (net_233 | net_83)))) | (((net_134 & net_223) | (net_167 & net_209)) & ((net_112 ^ net_119) | ((net_233 & net_83) | (net_45 & (net_233 | net_83)))))),"['net_112', 'net_119', 'net_134', 'net_167', 'net_209', 'net_223', 'net_233', 'net_45', 'net_83']","[0.5, 0.5, 0.1875, 0.1875, 0.1875, 0.1875, 0.25, 0.25, 0.25]",0.2777777777777778,0.25,9
0,r147_U1_6,FADDX1,(((net_112 ^ net_117) & ((net_234 & net_84) | (net_46 & (net_234 | net_84)))) | (((! net_104) & (! net_166)) & ((net_112 ^ net_117) | ((net_234 & net_84) | (net_46 & (net_234 | net_84)))))),"['net_104', 'net_112', 'net_117', 'net_166', 'net_234', 'net_46', 'net_84']","[0.25, 0.5, 0.5, 0.25, 0.25, 0.25, 0.25]",0.32142857142857145,0.25,7
0,r147_U1_7,FADDX1,(((net_112 ^ net_116) & ((net_235 & net_85) | (net_47 & (net_235 | net_85)))) | (((! net_107) & (! net_166)) & ((net_112 ^ net_116) | ((net_235 & net_85) | (net_47 & (net_235 | net_85)))))),"['net_107', 'net_112', 'net_116', 'net_166', 'net_235', 'net_47', 'net_85']","[0.25, 0.5, 0.5, 0.25, 0.25, 0.25, 0.25]",0.32142857142857145,0.25,7
0,r147_U1_8,FADDX1,(((net_236 & net_86) | (net_48 & (net_236 | net_86))) ^ ((net_112 ^ net_113) ^ ((! net_109) & (! net_166)))),"['net_109', 'net_112', 'net_113', 'net_166', 'net_236', 'net_48', 'net_86']","[0.5, 1.0, 1.0, 0.5, 0.5, 0.5, 0.5]",0.6428571428571429,0.5,7
0,add_53_U1_1_1,HADDX1,(net_224 & net_225),"['net_224', 'net_225']","[0.5, 0.5]",0.5,0.5,2
0,add_53_U1_1_2,HADDX1,(net_226 & (net_224 & net_225)),"['net_224', 'net_225', 'net_226']","[0.25, 0.25, 0.25]",0.25,0.25,3
0,add_53_U1_1_3,HADDX1,(net_227 & (net_226 & net_238)),"['net_226', 'net_227', 'net_238']","[0.25, 0.25, 0.25]",0.25,0.25,3
0,add_53_U1_1_4,HADDX1,(net_228 & (net_227 & net_239)),"['net_227', 'net_228', 'net_239']","[0.25, 0.25, 0.25]",0.25,0.25,3
0,U164,INVX2,(! net_32),['net_32'],[1.0],1.0,1.0,1
0,U165,XOR2X1,((! net_50) ^ (net_115 & (net_109 | net_114))),"['net_109', 'net_114', 'net_115', 'net_50']","[0.25, 0.25, 0.75, 1.0]",0.5625,0.5,4
