,GATE_NAME,GATE_TYPE,BOOL_FUNC,VARIABLES,CONTROL_VECTOR,MEAN,MEDIAN,SIZE
0,U303,AND2X4,(net_155 & ((((! net_80) | ((! net_81) | ((! net_249) | (! net_82)))) | (((! net_248) | ((! net_71) | ((! net_69) | (! net_70)))) | (((! net_63) | ((! net_62) | ((! net_60) | (! net_61)))) | ((! net_68) | ((! net_247) | ((! net_245) | (! net_246))))))) | (((! net_99) | ((! net_98) | ((! net_260) | (! net_261)))) | (((! net_259) | ((! net_97) | ((! net_95) | (! net_96)))) | (((! net_89) | ((! net_88) | ((! net_86) | (! net_87)))) | ((! net_94) | ((! net_258) | ((! net_156) | (! net_257))))))))),"['net_155', 'net_156', 'net_245', 'net_246', 'net_247', 'net_248', 'net_249', 'net_257', 'net_258', 'net_259', 'net_260', 'net_261', 'net_60', 'net_61', 'net_62', 'net_63', 'net_68', 'net_69', 'net_70', 'net_71', 'net_80', 'net_81', 'net_82', 'net_86', 'net_87', 'net_88', 'net_89', 'net_94', 'net_95', 'net_96', 'net_97', 'net_98', 'net_99']","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.030303030303030304,0.0,33
0,U302,ISOLORX8,((((! net_80) | ((! net_81) | ((! (net_140 ^ net_225)) | (! net_82)))) | (((! (net_224 ^ net_75)) | ((! (net_143 & net_179)) | ((! (net_179 & (net_140 ^ net_225))) | (! (net_179 & net_250))))) | (((! net_63) | ((! net_62) | ((! (! net_190)) | (! net_61)))) | ((! (net_179 & (net_224 ^ net_75))) | ((! (net_64 ^ net_65)) | ((! (net_221 ^ net_67)) | (! (net_136 ^ net_222)))))))) | (((! net_99) | ((! net_98) | ((! (net_138 ^ net_220)) | (! (net_98 ^ net_99))))) | (((! (net_101 ^ net_219)) | ((! (net_144 & net_159)) | ((! (net_159 & (net_138 ^ net_220))) | (! (net_159 & (net_98 ^ net_99)))))) | (((! net_89) | ((! net_88) | ((! (net_171 & net_173)) | (! net_87)))) | ((! (net_159 & (net_101 ^ net_219))) | ((! (net_90 ^ net_91)) | ((! net_156) | (! (net_139 ^ net_218))))))))),"['net_101', 'net_136', 'net_138', 'net_139', 'net_140', 'net_143', 'net_144', 'net_156', 'net_159', 'net_171', 'net_173', 'net_179', 'net_190', 'net_218', 'net_219', 'net_220', 'net_221', 'net_222', 'net_224', 'net_225', 'net_250', 'net_61', 'net_62', 'net_63', 'net_64', 'net_65', 'net_67', 'net_75', 'net_80', 'net_81', 'net_82', 'net_87', 'net_88', 'net_89', 'net_90', 'net_91', 'net_98', 'net_99']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,38
0,U301,OR4X4,(((! net_99) | ((! net_98) | ((! (net_138 ^ ((! net_98) | (! net_99)))) | (! (net_98 ^ net_99))))) | (((! (net_101 ^ ((! net_138) & (! ((! net_98) | (! net_99)))))) | ((! (net_144 & (net_157 & net_158))) | ((! ((net_157 & net_158) & (net_138 ^ ((! net_98) | (! net_99))))) | (! ((net_157 & net_158) & (net_98 ^ net_99)))))) | (((! net_89) | ((! net_88) | ((! (((! net_130) & (! net_134)) & (! net_160))) | (! net_87)))) | ((! ((net_157 & net_158) & (net_101 ^ ((! net_138) & (! ((! net_98) | (! net_99))))))) | ((! (net_90 ^ net_91)) | ((! net_156) | (! (net_139 ^ ((! net_90) | (! net_91)))))))))),"['net_101', 'net_130', 'net_134', 'net_138', 'net_139', 'net_144', 'net_156', 'net_157', 'net_158', 'net_160', 'net_87', 'net_88', 'net_89', 'net_90', 'net_91', 'net_98', 'net_99']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,17
0,U300,NAND4X1,((! net_99) | ((! net_98) | ((! (net_138 ^ ((! net_98) | (! net_99)))) | (! (net_98 ^ net_99))))),"['net_138', 'net_98', 'net_99']","[0.0, 0.0, 0.0]",0.0,0.0,3
0,U299,NAND4X1,((! (net_101 ^ ((! net_138) & (! ((! net_98) | (! net_99)))))) | ((! (net_144 & ((((! net_134) | (! net_163)) & (! net_89)) & (((! net_173) | (! net_87)) & (! net_130))))) | ((! (((((! net_134) | (! net_163)) & (! net_89)) & (((! net_173) | (! net_87)) & (! net_130))) & (net_138 ^ ((! net_98) | (! net_99))))) | (! (((((! net_134) | (! net_163)) & (! net_89)) & (((! net_173) | (! net_87)) & (! net_130))) & (net_98 ^ net_99)))))),"['net_101', 'net_130', 'net_134', 'net_138', 'net_144', 'net_163', 'net_173', 'net_87', 'net_89', 'net_98', 'net_99']","[0.017578125, 0.017578125, 0.005859375, 0.017578125, 0.017578125, 0.005859375, 0.005859375, 0.005859375, 0.017578125, 0.017578125, 0.017578125]",0.013316761363636364,0.017578125,11
0,U298,NAND4X1,((! (((((! net_134) | (! net_163)) & (! net_89)) & (((! net_173) | (! net_87)) & (! net_130))) & (net_101 ^ ((! net_138) & (! net_220))))) | ((! (net_90 ^ net_91)) | ((! net_156) | (! (net_139 ^ ((! net_90) | (! net_91))))))),"['net_101', 'net_130', 'net_134', 'net_138', 'net_139', 'net_156', 'net_163', 'net_173', 'net_220', 'net_87', 'net_89', 'net_90', 'net_91']","[0.017578125, 0.017578125, 0.005859375, 0.0087890625, 0.017578125, 0.017578125, 0.005859375, 0.005859375, 0.0087890625, 0.005859375, 0.017578125, 0.017578125, 0.017578125]",0.012620192307692308,0.017578125,13
0,U297,NAND4X1,((! net_89) | ((! net_88) | ((! (((! net_130) & (! net_134)) & (! ((! net_144) | ((! net_99) | ((! net_100) | (! net_101))))))) | (! net_87)))),"['net_100', 'net_101', 'net_130', 'net_134', 'net_144', 'net_87', 'net_88', 'net_89', 'net_99']","[0.00390625, 0.00390625, 0.00390625, 0.00390625, 0.00390625, 0.00390625, 0.00390625, 0.00390625, 0.00390625]",0.00390625,0.00390625,9
0,U296,OR4X4,(((! net_80) | ((! net_81) | ((! (net_140 ^ ((! net_72) | (! net_73)))) | (! net_82)))) | (((! (((! net_140) & (! ((! net_72) | (! net_73)))) ^ net_75)) | ((! (net_143 & ((! net_177) | ((! net_129) & (! net_178))))) | ((! (((! net_177) | ((! net_129) & (! net_178))) & (net_140 ^ ((! net_72) | (! net_73))))) | (! (((! net_177) | ((! net_129) & (! net_178))) & (net_72 ^ net_73)))))) | (((! net_63) | ((! net_62) | ((! (! (((! net_188) | (! net_61)) & ((! net_189) | (! net_195))))) | (! net_61)))) | ((! (((! net_177) | ((! net_129) & (! net_178))) & (((! net_140) & (! ((! net_72) | (! net_73)))) ^ net_75))) | ((! (net_64 ^ net_65)) | ((! (((! net_136) & (! ((! net_64) | (! net_65)))) ^ net_67)) | (! (net_136 ^ ((! net_64) | (! net_65)))))))))),"['net_129', 'net_136', 'net_140', 'net_143', 'net_177', 'net_178', 'net_188', 'net_189', 'net_195', 'net_61', 'net_62', 'net_63', 'net_64', 'net_65', 'net_67', 'net_72', 'net_73', 'net_75', 'net_80', 'net_81', 'net_82']","[0.0, 0.0002, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0004, 0.0003, 0.0001, 0.0, 0.0001, 0.0, 0.0001, 0.0001, 0.0, 0.0001, 0.0001, 0.0002]",8.571428571428571e-05,0.0001,21
0,U295,NAND4X1,((! net_80) | ((! net_81) | ((! (net_140 ^ ((! net_72) | (! net_73)))) | (! net_82)))),"['net_140', 'net_72', 'net_73', 'net_80', 'net_81', 'net_82']","[0.125, 0.0625, 0.0625, 0.125, 0.125, 0.125]",0.10416666666666667,0.125,6
0,U294,NAND4X1,((! (((! net_140) & (! ((! net_72) | (! net_73)))) ^ net_75)) | ((! (net_143 & ((! (((! net_176) | (! net_184)) & ((! net_185) | (! net_195)))) | ((! net_129) & (! (! net_188)))))) | ((! (((! (((! net_176) | (! net_184)) & ((! net_185) | (! net_195)))) | ((! net_129) & (! (! net_188)))) & (net_140 ^ ((! net_72) | (! net_73))))) | (! (((! (((! net_176) | (! net_184)) & ((! net_185) | (! net_195)))) | ((! net_129) & (! (! net_188)))) & (net_72 ^ net_73)))))),"['net_129', 'net_140', 'net_143', 'net_176', 'net_184', 'net_185', 'net_188', 'net_195', 'net_72', 'net_73', 'net_75']","[0.017578125, 0.072265625, 0.072265625, 0.017578125, 0.017578125, 0.017578125, 0.017578125, 0.017578125, 0.072265625, 0.072265625, 0.072265625]",0.042436079545454544,0.017578125,11
0,U293,NAND4X1,((! (((! (((! net_176) | (! net_184)) & ((! net_185) | (! net_195)))) | ((! net_129) & (! (! net_188)))) & (((! net_140) & (! net_225)) ^ net_75))) | ((! (net_64 ^ net_65)) | ((! (((! net_136) & (! ((! net_64) | (! net_65)))) ^ net_67)) | (! (net_136 ^ ((! net_64) | (! net_65))))))),"['net_129', 'net_136', 'net_140', 'net_176', 'net_184', 'net_185', 'net_188', 'net_195', 'net_225', 'net_64', 'net_65', 'net_67', 'net_75']","[0.017578125, 0.072265625, 0.0361328125, 0.017578125, 0.017578125, 0.017578125, 0.017578125, 0.017578125, 0.0361328125, 0.072265625, 0.072265625, 0.072265625, 0.072265625]",0.04146634615384615,0.0361328125,13
0,U292,NAND4X1,((! net_63) | ((! net_62) | ((! (! (((! ((! net_131) & (! net_192))) | (! net_61)) & ((! ((! net_175) & (! net_72))) | (! ((! net_129) & (! net_135))))))) | (! net_61)))),"['net_129', 'net_131', 'net_135', 'net_175', 'net_192', 'net_61', 'net_62', 'net_63', 'net_72']","[0.01171875, 0.05859375, 0.01171875, 0.01171875, 0.05859375, 0.07421875, 0.07421875, 0.07421875, 0.01171875]",0.04296875,0.05859375,9
0,U230,XOR2X2,(((! net_139) & (! ((! net_90) | (! net_91)))) ^ net_93),"['net_139', 'net_90', 'net_91', 'net_93']","[0.25, 0.25, 0.25, 1.0]",0.4375,0.25,4
0,U229,NOR2X4,((! net_139) & (! ((! net_90) | (! net_91)))),"['net_139', 'net_90', 'net_91']","[0.25, 0.25, 0.25]",0.25,0.25,3
0,U228,XOR2X2,(net_139 ^ ((! net_90) | (! net_91))),"['net_139', 'net_90', 'net_91']","[1.0, 0.5, 0.5]",0.6666666666666666,0.5,3
0,U227,XOR2X2,(net_90 ^ net_91),"['net_90', 'net_91']","[1.0, 1.0]",1.0,1.0,2
0,U226,XOR2X2,(net_101 ^ ((! net_138) & (! ((! net_98) | (! net_99))))),"['net_101', 'net_138', 'net_98', 'net_99']","[1.0, 0.25, 0.25, 0.25]",0.4375,0.25,4
0,U225,NOR2X4,((! net_138) & (! ((! net_98) | (! net_99)))),"['net_138', 'net_98', 'net_99']","[0.25, 0.25, 0.25]",0.25,0.25,3
0,U224,XOR2X2,(net_138 ^ ((! net_98) | (! net_99))),"['net_138', 'net_98', 'net_99']","[1.0, 0.5, 0.5]",0.6666666666666666,0.5,3
0,U223,XOR2X2,(net_98 ^ net_99),"['net_98', 'net_99']","[1.0, 1.0]",1.0,1.0,2
0,U222,XOR2X2,(((! net_136) & (! ((! net_64) | (! net_65)))) ^ net_67),"['net_136', 'net_64', 'net_65', 'net_67']","[0.25, 0.25, 0.25, 1.0]",0.4375,0.25,4
0,U221,NOR2X4,((! net_136) & (! ((! net_64) | (! net_65)))),"['net_136', 'net_64', 'net_65']","[0.25, 0.25, 0.25]",0.25,0.25,3
0,U220,XOR2X2,(net_136 ^ ((! net_64) | (! net_65))),"['net_136', 'net_64', 'net_65']","[1.0, 0.5, 0.5]",0.6666666666666666,0.5,3
0,U219,XOR2X2,(net_64 ^ net_65),"['net_64', 'net_65']","[1.0, 1.0]",1.0,1.0,2
0,U218,XOR2X2,(((! net_140) & (! ((! net_72) | (! net_73)))) ^ net_75),"['net_140', 'net_72', 'net_73', 'net_75']","[0.25, 0.25, 0.25, 1.0]",0.4375,0.25,4
0,U217,NOR2X4,((! net_140) & (! ((! net_72) | (! net_73)))),"['net_140', 'net_72', 'net_73']","[0.25, 0.25, 0.25]",0.25,0.25,3
0,U216,XOR2X2,(net_140 ^ ((! net_72) | (! net_73))),"['net_140', 'net_72', 'net_73']","[1.0, 0.5, 0.5]",0.6666666666666666,0.5,3
0,U215,XOR2X2,(net_72 ^ net_73),"['net_72', 'net_73']","[1.0, 1.0]",1.0,1.0,2
0,U214,INVX32,(! ((! net_48) | ((! net_131) | (! net_135)))),"['net_131', 'net_135', 'net_48']","[0.25, 0.25, 0.25]",0.25,0.25,3
0,U213,NAND2X4,((! ((! ((! net_143) & (! ((! net_75) | ((! net_73) | (! net_74)))))) | ((! net_61) | (! net_63)))) | (! ((! net_135) | ((! net_131) | (! (! net_48)))))),"['net_131', 'net_135', 'net_143', 'net_48', 'net_61', 'net_63', 'net_73', 'net_74', 'net_75']","[0.24609375, 0.24609375, 0.02734375, 0.24609375, 0.02734375, 0.02734375, 0.02734375, 0.02734375, 0.02734375]",0.10026041666666667,0.02734375,9
0,U212,NAND2X4,((! net_98) | (! net_99)),"['net_98', 'net_99']","[0.5, 0.5]",0.5,0.5,2
0,U211,NAND2X4,((! net_72) | (! net_73)),"['net_72', 'net_73']","[0.5, 0.5]",0.5,0.5,2
0,U210,NAND2X4,((! net_90) | (! net_91)),"['net_90', 'net_91']","[0.5, 0.5]",0.5,0.5,2
0,U209,NAND2X4,((! (net_66 | (net_65 | (net_142 | net_64)))) | (! ((! ((! net_75) | ((! net_73) | (! net_74)))) & (! net_72)))),"['net_142', 'net_64', 'net_65', 'net_66', 'net_72', 'net_73', 'net_74', 'net_75']","[0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.1171875, 0.1171875, 0.1171875, 0.1171875]",0.0625,0.0625,8
0,U208,NAND2X4,((! net_64) | (! net_65)),"['net_64', 'net_65']","[0.5, 0.5]",0.5,0.5,2
0,U207,NAND2X4,((! (((! (! ((! net_175) & (! net_72)))) | (! net_62)) & (! ((! net_135) & (! net_61))))) | (! (((! net_129) | (! net_63)) & (! (! ((! net_48) | ((! net_131) | (! net_135)))))))),"['net_129', 'net_131', 'net_135', 'net_175', 'net_48', 'net_61', 'net_62', 'net_63', 'net_72']","[0.1953125, 0.1171875, 0.234375, 0.1171875, 0.1171875, 0.234375, 0.3515625, 0.1953125, 0.1171875]",0.18663194444444445,0.1953125,9
0,U206,NAND2X4,((! (! (((! net_129) | (! net_63)) & (! (! net_186))))) | (! net_37)),"['net_129', 'net_186', 'net_37', 'net_63']","[0.125, 0.375, 0.625, 0.125]",0.3125,0.25,4
0,U205,NAND2X4,((! ((! (! (((! net_129) | (! net_63)) & (! (! net_186))))) | (! net_37))) | (! (((! (((! net_129) | (! net_63)) & (! (! net_186)))) | (! net_82)) & (! ((! (((! net_129) | (! net_63)) & (! (! net_186)))) & (! (! net_186))))))),"['net_129', 'net_186', 'net_37', 'net_63', 'net_82']","[0.125, 0.5, 0.5, 0.125, 0.375]",0.325,0.375,5
0,U204,NAND2X4,((! (((! ((! net_135) & (! net_61))) | (! ((! net_143) & (! net_175)))) & (! ((! net_131) & (! ((! net_143) & (! net_175))))))) | (! (((! net_129) | (! net_63)) & ((! ((! net_129) & (! net_135))) | (! ((! (net_66 | (net_65 | (net_142 | net_64)))) | (! ((! net_175) & (! net_72))))))))),"['net_129', 'net_131', 'net_135', 'net_142', 'net_143', 'net_175', 'net_61', 'net_63', 'net_64', 'net_65', 'net_66', 'net_72']","[0.28125, 0.404296875, 0.28515625, 0.00390625, 0.154296875, 0.18359375, 0.060546875, 0.28125, 0.00390625, 0.00390625, 0.00390625, 0.05859375]",0.14371744791666666,0.107421875,12
0,U202,INVX32,(! ((! net_128) & (! net_87))),"['net_128', 'net_87']","[0.5, 0.5]",0.5,0.5,2
0,U201,NAND2X4,((! ((! net_144) | ((! net_99) | ((! net_100) | (! net_101))))) | (! ((! net_130) & (! net_134)))),"['net_100', 'net_101', 'net_130', 'net_134', 'net_144', 'net_99']","[0.03125, 0.03125, 0.46875, 0.46875, 0.03125, 0.03125]",0.17708333333333334,0.03125,6
0,U138,NAND4X1,((! net_144) | ((! net_99) | ((! net_100) | (! net_101)))),"['net_100', 'net_101', 'net_144', 'net_99']","[0.125, 0.125, 0.125, 0.125]",0.125,0.125,4
0,U137,INVX32,(! ((! net_144) | ((! net_99) | ((! net_100) | (! net_101))))),"['net_100', 'net_101', 'net_144', 'net_99']","[0.125, 0.125, 0.125, 0.125]",0.125,0.125,4
0,U135,AOI21X2,(((! (! ((! net_144) | ((! net_99) | ((! net_100) | (! net_101)))))) | (! net_87)) & (! net_130)),"['net_100', 'net_101', 'net_130', 'net_144', 'net_87', 'net_99']","[0.03125, 0.03125, 0.96875, 0.03125, 0.03125, 0.03125]",0.1875,0.03125,6
0,U132,NAND4X1,((! net_145) | ((! net_133) | ((! net_100) | (! net_144)))),"['net_100', 'net_133', 'net_144', 'net_145']","[0.125, 0.125, 0.125, 0.125]",0.125,0.125,4
0,U131,INVX32,(! ((! net_145) | ((! net_133) | ((! net_100) | (! net_144))))),"['net_100', 'net_133', 'net_144', 'net_145']","[0.125, 0.125, 0.125, 0.125]",0.125,0.125,4
0,U129,AOI21X2,(((! net_134) | (! (! ((! net_145) | ((! net_133) | ((! net_100) | (! net_144))))))) & (! net_89)),"['net_100', 'net_133', 'net_134', 'net_144', 'net_145', 'net_89']","[0.03125, 0.03125, 0.03125, 0.03125, 0.03125, 0.96875]",0.1875,0.03125,6
0,U128,AND2X4,((((! net_134) | (! (! ((! net_145) | ((! net_133) | ((! net_100) | (! net_144))))))) & (! net_89)) & (((! (! ((! net_144) | ((! net_99) | ((! net_100) | (! net_101)))))) | (! net_87)) & (! net_130))),"['net_100', 'net_101', 'net_130', 'net_133', 'net_134', 'net_144', 'net_145', 'net_87', 'net_89', 'net_99']","[0.029296875, 0.013671875, 0.470703125, 0.013671875, 0.013671875, 0.029296875, 0.013671875, 0.013671875, 0.470703125, 0.013671875]",0.108203125,0.013671875,10
0,U127,AND2X4,(net_144 & ((((! net_134) | (! (! net_166))) & (! net_89)) & (((! (! net_160)) | (! net_87)) & (! net_130)))),"['net_130', 'net_134', 'net_144', 'net_160', 'net_166', 'net_87', 'net_89']","[0.140625, 0.046875, 0.140625, 0.046875, 0.046875, 0.046875, 0.140625]",0.08705357142857142,0.046875,7
0,U126,AND2X4,(((((! net_134) | (! (! net_166))) & (! net_89)) & (((! (! net_160)) | (! net_87)) & (! net_130))) & (net_98 ^ net_99)),"['net_130', 'net_134', 'net_160', 'net_166', 'net_87', 'net_89', 'net_98', 'net_99']","[0.140625, 0.046875, 0.046875, 0.046875, 0.046875, 0.140625, 0.140625, 0.140625]",0.09375,0.09375,8
0,U125,AND2X4,(((((! net_134) | (! (! net_166))) & (! net_89)) & (((! (! net_160)) | (! net_87)) & (! net_130))) & (net_138 ^ ((! net_98) | (! net_99)))),"['net_130', 'net_134', 'net_138', 'net_160', 'net_166', 'net_87', 'net_89', 'net_98', 'net_99']","[0.140625, 0.046875, 0.140625, 0.046875, 0.046875, 0.046875, 0.140625, 0.0703125, 0.0703125]",0.08333333333333333,0.0703125,9
0,U124,AND2X4,(((((! net_134) | (! (! net_166))) & (! net_89)) & (((! (! net_160)) | (! net_87)) & (! net_130))) & (net_101 ^ ((! net_138) & (! ((! net_98) | (! net_99)))))),"['net_101', 'net_130', 'net_134', 'net_138', 'net_160', 'net_166', 'net_87', 'net_89', 'net_98', 'net_99']","[0.140625, 0.140625, 0.046875, 0.03515625, 0.046875, 0.046875, 0.046875, 0.140625, 0.03515625, 0.03515625]",0.071484375,0.046875,10
0,U123,NOR2X4,((! net_130) & (! net_134)),"['net_130', 'net_134']","[0.5, 0.5]",0.5,0.5,2
0,U120,NOR2X4,((! net_91) & (! net_92)),"['net_91', 'net_92']","[0.5, 0.5]",0.5,0.5,2
0,U118,NAND4X1,((! net_132) | ((! ((! net_91) & (! net_92))) | ((! ((! net_130) & (! net_134))) | (! net_93)))),"['net_130', 'net_132', 'net_134', 'net_91', 'net_92', 'net_93']","[0.03125, 0.03125, 0.03125, 0.03125, 0.03125, 0.03125]",0.03125,0.03125,6
0,U117,AOI22X2,(((! net_103) | (! net_130)) & ((! (! ((! net_145) | ((! net_133) | ((! net_100) | (! net_144)))))) | (! net_88))),"['net_100', 'net_103', 'net_130', 'net_133', 'net_144', 'net_145', 'net_88']","[0.046875, 0.484375, 0.484375, 0.046875, 0.046875, 0.046875, 0.046875]",0.171875,0.046875,7
0,U116,NAND4X1,((! (((! net_103) | (! net_130)) & ((! (! ((! net_145) | ((! net_133) | ((! net_100) | (! net_144)))))) | (! net_88)))) | ((! ((! net_132) | ((! ((! net_91) & (! net_92))) | ((! ((! net_130) & (! net_134))) | (! net_93))))) | ((! net_128) | (! ((! ((! net_144) | ((! net_99) | ((! net_100) | (! net_101))))) | (! ((! net_130) & (! net_134)))))))),"['net_100', 'net_101', 'net_103', 'net_128', 'net_130', 'net_132', 'net_133', 'net_134', 'net_144', 'net_145', 'net_88', 'net_91', 'net_92', 'net_93', 'net_99']","[0.03, 0.0144, 0.2443, 0.4936, 0.2454, 0.001, 0.0172, 0.231, 0.0305, 0.0177, 0.019, 0.0006, 0.0007, 0.0009, 0.0116]",0.09052666666666667,0.0177,15
0,U114,AOI21X2,(((! ((! net_145) | ((! net_133) | ((! net_100) | (! net_144))))) | (! net_88)) & (! net_137)),"['net_100', 'net_133', 'net_137', 'net_144', 'net_145', 'net_88']","[0.03125, 0.03125, 0.53125, 0.03125, 0.03125, 0.46875]",0.1875,0.03125,6
0,U113,ISOLORX8,((((! ((! net_145) | ((! net_133) | ((! net_100) | (! net_144))))) | (! net_88)) & (! net_137)) | net_87),"['net_100', 'net_133', 'net_137', 'net_144', 'net_145', 'net_87', 'net_88']","[0.015625, 0.015625, 0.265625, 0.015625, 0.015625, 0.734375, 0.234375]",0.18526785714285715,0.015625,7
0,U112,NAND3X4,((! net_137) | ((! net_128) | (! net_130))),"['net_128', 'net_130', 'net_137']","[0.25, 0.25, 0.25]",0.25,0.25,3
0,U111,NOR2X4,((! net_128) & (! net_87)),"['net_128', 'net_87']","[0.5, 0.5]",0.5,0.5,2
