,GATE_NAME,GATE_TYPE,BOOL_FUNC,VARIABLES,CONTROL_VECTOR,MEAN,MEDIAN,SIZE
0,U303,AND2X4,(net_155 & (net_251 | net_262)),"['net_155', 'net_251', 'net_262']","[0.75, 0.25, 0.25]",0.4166666666666667,0.25,3
0,U302,ISOLORX8,((net_241 | (net_243 | (net_242 | net_244))) | (net_253 | (net_254 | (net_252 | net_255)))),"['net_241', 'net_242', 'net_243', 'net_244', 'net_252', 'net_253', 'net_254', 'net_255']","[0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125]",0.0078125,0.0078125,8
0,U301,OR4X4,(((! net_99) | ((! net_98) | ((! net_260) | (! net_261)))) | (((! net_259) | ((! net_97) | ((! net_95) | (! net_96)))) | (((! net_89) | ((! net_88) | ((! net_86) | (! net_87)))) | ((! net_94) | ((! net_258) | ((! net_156) | (! net_257))))))),"['net_156', 'net_257', 'net_258', 'net_259', 'net_260', 'net_261', 'net_86', 'net_87', 'net_88', 'net_89', 'net_94', 'net_95', 'net_96', 'net_97', 'net_98', 'net_99']","[0.0001, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0001, 0.0001]",3.125e-05,0.0,16
0,U300,NAND4X1,((! net_99) | ((! net_98) | ((! (net_138 ^ net_220)) | (! (net_98 ^ net_99))))),"['net_138', 'net_220', 'net_98', 'net_99']","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,4
0,U299,NAND4X1,((! (net_101 ^ net_219)) | ((! (net_144 & net_159)) | ((! (net_159 & net_260)) | (! (net_159 & net_261))))),"['net_101', 'net_144', 'net_159', 'net_219', 'net_260', 'net_261']","[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]",0.0625,0.0625,6
0,U298,NAND4X1,((! (net_159 & net_259)) | ((! (net_90 ^ net_91)) | ((! net_156) | (! (net_139 ^ net_218))))),"['net_139', 'net_156', 'net_159', 'net_218', 'net_259', 'net_90', 'net_91']","[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]",0.0625,0.0625,7
0,U297,NAND4X1,((! net_89) | ((! net_88) | ((! (net_171 & net_173)) | (! net_87)))),"['net_171', 'net_173', 'net_87', 'net_88', 'net_89']","[0.0625, 0.0625, 0.0625, 0.0625, 0.0625]",0.0625,0.0625,5
0,U296,OR4X4,(((! net_80) | ((! net_81) | ((! net_249) | (! net_82)))) | (((! net_248) | ((! net_71) | ((! net_69) | (! net_70)))) | (((! net_63) | ((! net_62) | ((! net_60) | (! net_61)))) | ((! net_68) | ((! net_247) | ((! net_245) | (! net_246))))))),"['net_245', 'net_246', 'net_247', 'net_248', 'net_249', 'net_60', 'net_61', 'net_62', 'net_63', 'net_68', 'net_69', 'net_70', 'net_71', 'net_80', 'net_81', 'net_82']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0001, 0.0001, 0.0001, 0.0, 0.0]",2.5e-05,0.0,16
0,U295,NAND4X1,((! net_80) | ((! net_81) | ((! (net_140 ^ net_225)) | (! net_82)))),"['net_140', 'net_225', 'net_80', 'net_81', 'net_82']","[0.125, 0.125, 0.125, 0.125, 0.125]",0.125,0.125,5
0,U294,NAND4X1,((! (net_224 ^ net_75)) | ((! (net_143 & net_179)) | ((! (net_179 & net_249)) | (! (net_179 & net_250))))),"['net_143', 'net_179', 'net_224', 'net_249', 'net_250', 'net_75']","[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]",0.0625,0.0625,6
0,U293,NAND4X1,((! (net_179 & net_248)) | ((! (net_64 ^ net_65)) | ((! (net_221 ^ net_67)) | (! (net_136 ^ net_222))))),"['net_136', 'net_179', 'net_221', 'net_222', 'net_248', 'net_64', 'net_65', 'net_67']","[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]",0.0625,0.0625,8
0,U292,NAND4X1,((! net_63) | ((! net_62) | ((! (! net_190)) | (! net_61)))),"['net_190', 'net_61', 'net_62', 'net_63']","[0.125, 0.125, 0.125, 0.125]",0.125,0.125,4
0,U230,XOR2X2,(((! net_139) & (! net_218)) ^ net_93),"['net_139', 'net_218', 'net_93']","[0.5, 0.5, 1.0]",0.6666666666666666,0.5,3
0,U229,NOR2X4,((! net_139) & (! ((! net_90) | (! net_91)))),"['net_139', 'net_90', 'net_91']","[0.25, 0.25, 0.25]",0.25,0.25,3
0,U228,XOR2X2,(net_139 ^ ((! net_90) | (! net_91))),"['net_139', 'net_90', 'net_91']","[1.0, 0.5, 0.5]",0.6666666666666666,0.5,3
0,U227,XOR2X2,(net_90 ^ net_91),"['net_90', 'net_91']","[1.0, 1.0]",1.0,1.0,2
0,U226,XOR2X2,(net_101 ^ ((! net_138) & (! net_220))),"['net_101', 'net_138', 'net_220']","[1.0, 0.5, 0.5]",0.6666666666666666,0.5,3
0,U225,NOR2X4,((! net_138) & (! ((! net_98) | (! net_99)))),"['net_138', 'net_98', 'net_99']","[0.25, 0.25, 0.25]",0.25,0.25,3
0,U224,XOR2X2,(net_138 ^ ((! net_98) | (! net_99))),"['net_138', 'net_98', 'net_99']","[1.0, 0.5, 0.5]",0.6666666666666666,0.5,3
0,U223,XOR2X2,(net_98 ^ net_99),"['net_98', 'net_99']","[1.0, 1.0]",1.0,1.0,2
0,U222,XOR2X2,(((! net_136) & (! net_222)) ^ net_67),"['net_136', 'net_222', 'net_67']","[0.5, 0.5, 1.0]",0.6666666666666666,0.5,3
0,U221,NOR2X4,((! net_136) & (! ((! net_64) | (! net_65)))),"['net_136', 'net_64', 'net_65']","[0.25, 0.25, 0.25]",0.25,0.25,3
0,U220,XOR2X2,(net_136 ^ ((! net_64) | (! net_65))),"['net_136', 'net_64', 'net_65']","[1.0, 0.5, 0.5]",0.6666666666666666,0.5,3
0,U219,XOR2X2,(net_64 ^ net_65),"['net_64', 'net_65']","[1.0, 1.0]",1.0,1.0,2
0,U218,XOR2X2,(((! net_140) & (! net_225)) ^ net_75),"['net_140', 'net_225', 'net_75']","[0.5, 0.5, 1.0]",0.6666666666666666,0.5,3
0,U217,NOR2X4,((! net_140) & (! ((! net_72) | (! net_73)))),"['net_140', 'net_72', 'net_73']","[0.25, 0.25, 0.25]",0.25,0.25,3
0,U216,XOR2X2,(net_140 ^ ((! net_72) | (! net_73))),"['net_140', 'net_72', 'net_73']","[1.0, 0.5, 0.5]",0.6666666666666666,0.5,3
0,U215,XOR2X2,(net_72 ^ net_73),"['net_72', 'net_73']","[1.0, 1.0]",1.0,1.0,2
0,U214,INVX32,(! ((! net_48) | ((! net_131) | (! net_135)))),"['net_131', 'net_135', 'net_48']","[0.25, 0.25, 0.25]",0.25,0.25,3
0,U213,NAND2X4,((! ((! net_192) | ((! net_61) | (! net_63)))) | (! ((! net_135) | ((! net_131) | (! net_191))))),"['net_131', 'net_135', 'net_191', 'net_192', 'net_61', 'net_63']","[0.21875, 0.21875, 0.21875, 0.21875, 0.21875, 0.21875]",0.21875,0.21875,6
0,U212,NAND2X4,((! net_98) | (! net_99)),"['net_98', 'net_99']","[0.5, 0.5]",0.5,0.5,2
0,U211,NAND2X4,((! net_72) | (! net_73)),"['net_72', 'net_73']","[0.5, 0.5]",0.5,0.5,2
0,U210,NAND2X4,((! net_90) | (! net_91)),"['net_90', 'net_91']","[0.5, 0.5]",0.5,0.5,2
0,U209,NAND2X4,((! (net_66 | (net_65 | (net_142 | net_64)))) | (! ((! net_175) & (! net_72)))),"['net_142', 'net_175', 'net_64', 'net_65', 'net_66', 'net_72']","[0.03125, 0.46875, 0.03125, 0.03125, 0.03125, 0.46875]",0.17708333333333334,0.03125,6
