,GATE_NAME,GATE_TYPE,BOOL_FUNC,VARIABLES,CONTROL_VECTOR,MEAN,MEDIAN,SIZE
0,U303,AND2X4,(net_155 & net_263),"['net_155', 'net_263']","[0.5, 0.5]",0.5,0.5,2
0,U302,ISOLORX8,(net_251 | net_262),"['net_251', 'net_262']","[0.5, 0.5]",0.5,0.5,2
0,U301,OR4X4,(net_253 | (net_254 | (net_252 | net_255))),"['net_252', 'net_253', 'net_254', 'net_255']","[0.125, 0.125, 0.125, 0.125]",0.125,0.125,4
0,U300,NAND4X1,((! net_99) | ((! net_98) | ((! net_260) | (! net_261)))),"['net_260', 'net_261', 'net_98', 'net_99']","[0.125, 0.125, 0.125, 0.125]",0.125,0.125,4
0,U299,NAND4X1,((! net_259) | ((! net_97) | ((! net_95) | (! net_96)))),"['net_259', 'net_95', 'net_96', 'net_97']","[0.125, 0.125, 0.125, 0.125]",0.125,0.125,4
0,U298,NAND4X1,((! net_94) | ((! net_258) | ((! net_156) | (! net_257)))),"['net_156', 'net_257', 'net_258', 'net_94']","[0.125, 0.125, 0.125, 0.125]",0.125,0.125,4
0,U297,NAND4X1,((! net_89) | ((! net_88) | ((! net_86) | (! net_87)))),"['net_86', 'net_87', 'net_88', 'net_89']","[0.125, 0.125, 0.125, 0.125]",0.125,0.125,4
0,U296,OR4X4,(net_241 | (net_243 | (net_242 | net_244))),"['net_241', 'net_242', 'net_243', 'net_244']","[0.125, 0.125, 0.125, 0.125]",0.125,0.125,4
0,U295,NAND4X1,((! net_80) | ((! net_81) | ((! net_249) | (! net_82)))),"['net_249', 'net_80', 'net_81', 'net_82']","[0.125, 0.125, 0.125, 0.125]",0.125,0.125,4
0,U294,NAND4X1,((! net_248) | ((! net_71) | ((! net_69) | (! net_70)))),"['net_248', 'net_69', 'net_70', 'net_71']","[0.125, 0.125, 0.125, 0.125]",0.125,0.125,4
0,U293,NAND4X1,((! net_68) | ((! net_247) | ((! net_245) | (! net_246)))),"['net_245', 'net_246', 'net_247', 'net_68']","[0.125, 0.125, 0.125, 0.125]",0.125,0.125,4
0,U292,NAND4X1,((! net_63) | ((! net_62) | ((! net_60) | (! net_61)))),"['net_60', 'net_61', 'net_62', 'net_63']","[0.125, 0.125, 0.125, 0.125]",0.125,0.125,4
0,U230,XOR2X2,(net_217 ^ net_93),"['net_217', 'net_93']","[1.0, 1.0]",1.0,1.0,2
0,U229,NOR2X4,((! net_139) & (! net_218)),"['net_139', 'net_218']","[0.5, 0.5]",0.5,0.5,2
0,U228,XOR2X2,(net_139 ^ net_218),"['net_139', 'net_218']","[1.0, 1.0]",1.0,1.0,2
0,U227,XOR2X2,(net_90 ^ net_91),"['net_90', 'net_91']","[1.0, 1.0]",1.0,1.0,2
0,U226,XOR2X2,(net_101 ^ net_219),"['net_101', 'net_219']","[1.0, 1.0]",1.0,1.0,2
0,U225,NOR2X4,((! net_138) & (! net_220)),"['net_138', 'net_220']","[0.5, 0.5]",0.5,0.5,2
0,U224,XOR2X2,(net_138 ^ net_220),"['net_138', 'net_220']","[1.0, 1.0]",1.0,1.0,2
0,U223,XOR2X2,(net_98 ^ net_99),"['net_98', 'net_99']","[1.0, 1.0]",1.0,1.0,2
0,U222,XOR2X2,(net_221 ^ net_67),"['net_221', 'net_67']","[1.0, 1.0]",1.0,1.0,2
0,U221,NOR2X4,((! net_136) & (! net_222)),"['net_136', 'net_222']","[0.5, 0.5]",0.5,0.5,2
0,U220,XOR2X2,(net_136 ^ net_222),"['net_136', 'net_222']","[1.0, 1.0]",1.0,1.0,2
